ID;Tour;Patients;Date;Debut;Duree
2042;Tour2;21;18/11/2019;10;5
2043;Tour3;21;18/11/2019;15;5
2044;Tour4;14;18/11/2019;20;5
2045;Tour1;21;19/11/2019;5;5
2046;Tour2;21;19/11/2019;10;5
2047;Tour3;21;19/11/2019;15;5
2048;Tour4;8;19/11/2019;20;5
2049;Tour1;21;20/11/2019;5;5
2050;Tour2;21;20/11/2019;10;5
2051;Tour3;17;20/11/2019;15;5
2052;Tour4;6;20/11/2019;20;5
2053;Tour1;21;21/11/2019;5;5
2054;Tour2;21;21/11/2019;10;5
2055;Tour3;21;21/11/2019;15;5
2056;Tour4;4;21/11/2019;20;5
2057;Tour1;21;22/11/2019;5;5
2058;Tour2;21;22/11/2019;10;5
2059;Tour3;21;22/11/2019;15;5
2060;Tour4;0;22/11/2019;20;5
2061;Tour1;21;23/11/2019;5;5
2062;Tour2;21;23/11/2019;10;5
2063;Tour3;21;23/11/2019;15;5
2064;Tour4;4;23/11/2019;20;5
2065;Tour1;21;25/11/2019;5;5
2066;Tour2;21;25/11/2019;10;5
2067;Tour3;21;25/11/2019;15;5
2068;Tour4;5;25/11/2019;20;5
2069;Tour1;21;26/11/2019;5;5
2070;Tour2;21;26/11/2019;10;5
2071;Tour3;21;26/11/2019;15;5
2072;Tour4;7;26/11/2019;20;5
2073;Tour1;21;27/11/2019;5;5
2074;Tour2;21;27/11/2019;10;5
2075;Tour3;21;27/11/2019;15;5
2076;Tour4;5;27/11/2019;20;5
2077;Tour1;21;28/11/2019;5;5
2078;Tour2;21;28/11/2019;10;5
2079;Tour3;21;28/11/2019;15;5
2080;Tour4;13;28/11/2019;20;5
2081;Tour1;21;29/11/2019;5;5
2082;Tour2;21;29/11/2019;10;5
2083;Tour3;21;29/11/2019;15;5
2084;Tour4;10;29/11/2019;20;5
2085;Tour1;21;30/11/2019;5;5
2086;Tour2;21;30/11/2019;10;5
2087;Tour3;21;30/11/2019;15;5
2088;Tour4;2;30/11/2019;20;5
2089;Tour1;21;02/12/2019;5;5
2090;Tour2;21;02/12/2019;10;5
2091;Tour3;21;02/12/2019;15;5
2092;Tour4;12;02/12/2019;20;5
2093;Tour1;21;03/12/2019;5;5
2094;Tour2;21;03/12/2019;10;5
2095;Tour3;21;03/12/2019;15;5
2096;Tour4;5;03/12/2019;20;5
2097;Tour1;21;04/12/2019;5;5
2098;Tour2;21;04/12/2019;10;5
2099;Tour3;21;04/12/2019;15;5
2100;Tour4;6;04/12/2019;20;5
2101;Tour1;21;05/12/2019;5;5
2102;Tour2;21;05/12/2019;10;5
2103;Tour3;21;05/12/2019;15;5
2104;Tour4;7;05/12/2019;20;5
2105;Tour1;21;06/12/2019;5;5
2106;Tour2;21;06/12/2019;10;5
2107;Tour3;21;06/12/2019;15;5
2108;Tour4;9;06/12/2019;20;5
2109;Tour1;21;07/12/2019;5;5
2110;Tour2;21;07/12/2019;10;5
2111;Tour3;21;07/12/2019;15;5
2112;Tour4;2;07/12/2019;20;5
2113;Tour1;21;09/12/2019;5;5
2114;Tour2;21;09/12/2019;10;5
2115;Tour3;21;09/12/2019;15;5
2116;Tour4;12;09/12/2019;20;5
2117;Tour1;21;10/12/2019;5;5
2118;Tour2;21;10/12/2019;10;5
2119;Tour3;21;10/12/2019;15;5
2120;Tour4;10;10/12/2019;20;5
2121;Tour1;21;11/12/2019;5;5
2122;Tour2;21;11/12/2019;10;5
2123;Tour3;21;11/12/2019;15;5
2124;Tour4;4;11/12/2019;20;5
2125;Tour1;21;12/12/2019;5;5
2126;Tour2;21;12/12/2019;10;5
2127;Tour3;21;12/12/2019;15;5
2128;Tour4;6;12/12/2019;20;5
2129;Tour1;21;13/12/2019;5;5
2130;Tour2;21;13/12/2019;10;5
2131;Tour3;21;13/12/2019;15;5
2132;Tour4;2;13/12/2019;20;5
2133;Tour1;21;14/12/2019;5;5
2134;Tour2;21;14/12/2019;10;5
2135;Tour3;21;14/12/2019;15;5
2136;Tour4;3;14/12/2019;20;5
2137;Tour1;21;16/12/2019;5;5
2138;Tour2;21;16/12/2019;10;5
2139;Tour3;21;16/12/2019;15;5
2140;Tour4;7;16/12/2019;20;5
2141;Tour1;21;17/12/2019;5;5
2142;Tour2;21;17/12/2019;10;5
2143;Tour3;21;17/12/2019;15;5
2144;Tour4;8;17/12/2019;20;5
2145;Tour1;21;18/12/2019;5;5
2146;Tour2;21;18/12/2019;10;5
2147;Tour3;21;18/12/2019;15;5
2148;Tour4;9;18/12/2019;20;5
2149;Tour1;21;19/12/2019;5;5
2150;Tour2;9;19/12/2019;10;5
2151;Tour3;0;19/12/2019;15;5
2152;Tour4;0;19/12/2019;20;5
2153;Tour1;21;20/12/2019;5;5
2154;Tour2;11;20/12/2019;10;5
2155;Tour3;0;20/12/2019;15;5
2156;Tour4;0;20/12/2019;20;5
2157;Tour1;21;21/12/2019;5;5
2158;Tour2;0;21/12/2019;10;5
2159;Tour3;0;21/12/2019;15;5
2160;Tour4;0;21/12/2019;20;5
2161;Tour1;21;23/12/2019;5;5
2162;Tour2;21;23/12/2019;10;5
2163;Tour3;21;23/12/2019;15;5
2164;Tour4;12;23/12/2019;20;5
2165;Tour1;21;24/12/2019;5;5
2166;Tour2;21;24/12/2019;10;5
2167;Tour3;21;24/12/2019;15;5
2168;Tour4;11;24/12/2019;20;5
2169;Tour1;21;25/12/2019;5;5
2170;Tour2;21;25/12/2019;10;5
2171;Tour3;17;25/12/2019;15;5
2172;Tour4;0;25/12/2019;20;5
2173;Tour1;21;26/12/2019;5;5
2174;Tour2;21;26/12/2019;10;5
2175;Tour3;21;26/12/2019;15;5
2176;Tour4;11;26/12/2019;20;5
2177;Tour1;21;27/12/2019;5;5
2178;Tour2;21;27/12/2019;10;5
2179;Tour3;21;27/12/2019;15;5
2180;Tour4;9;27/12/2019;20;5
2181;Tour1;21;28/12/2019;5;5
2182;Tour2;21;28/12/2019;10;5
2183;Tour3;21;28/12/2019;15;5
2184;Tour4;5;28/12/2019;20;5
2185;Tour1;21;29/12/2019;5;5
2186;Tour2;21;29/12/2019;10;5
2187;Tour3;21;29/12/2019;15;5
2188;Tour4;7;29/12/2019;20;5
2189;Tour1;21;30/12/2019;5;5
2190;Tour2;21;30/12/2019;10;5
2191;Tour3;21;30/12/2019;15;5
2192;Tour4;7;30/12/2019;20;5
2193;Tour1;21;31/12/2019;5;5
2194;Tour2;21;31/12/2019;10;5
2195;Tour3;21;31/12/2019;15;5
2196;Tour4;4;31/12/2019;20;5
2197;Tour1;21;01/01/2020;5;5
2198;Tour2;21;01/01/2020;10;5
2199;Tour3;21;01/01/2020;15;5
2200;Tour4;5;01/01/2020;20;5
2201;Tour1;21;02/01/2020;5;5
2202;Tour2;21;02/01/2020;10;5
2203;Tour3;21;02/01/2020;15;5
2204;Tour4;8;02/01/2020;20;5
2205;Tour1;21;03/01/2020;5;5
2206;Tour2;21;03/01/2020;10;5
2207;Tour3;21;03/01/2020;15;5
2208;Tour4;9;03/01/2020;20;5
2209;Tour1;21;06/01/2020;5;5
2210;Tour2;21;06/01/2020;10;5
2211;Tour3;21;06/01/2020;15;5
2212;Tour4;10;06/01/2020;20;5
2213;Tour1;21;07/01/2020;5;5
2214;Tour2;21;07/01/2020;10;5
2215;Tour3;21;07/01/2020;15;5
2216;Tour4;9;07/01/2020;20;5
2217;Tour1;21;08/01/2020;5;5
2218;Tour2;21;08/01/2020;10;5
2219;Tour3;21;08/01/2020;15;5
2220;Tour4;4;08/01/2020;20;5
2221;Tour1;21;09/01/2020;5;5
2222;Tour2;21;09/01/2020;10;5
2223;Tour3;21;09/01/2020;15;5
2224;Tour4;7;09/01/2020;20;5
2225;Tour1;21;10/01/2020;5;5
2226;Tour2;21;10/01/2020;10;5
2227;Tour3;21;10/01/2020;15;5
2228;Tour4;7;10/01/2020;20;5
2229;Tour1;21;11/01/2020;5;5
2230;Tour2;21;11/01/2020;10;5
2231;Tour3;21;11/01/2020;15;5
2232;Tour4;2;11/01/2020;20;5
2233;Tour1;21;13/01/2020;5;5
2234;Tour2;21;13/01/2020;10;5
2235;Tour3;21;13/01/2020;15;5
2236;Tour4;9;13/01/2020;20;5
2237;Tour1;21;14/01/2020;5;5
2238;Tour2;21;14/01/2020;10;5
2239;Tour3;21;14/01/2020;15;5
2240;Tour4;2;14/01/2020;20;5
2241;Tour1;21;15/01/2020;5;5
2242;Tour2;21;15/01/2020;10;5
2243;Tour3;21;15/01/2020;15;5
2244;Tour4;9;15/01/2020;20;5
2245;Tour1;21;16/01/2020;5;5
2246;Tour2;21;16/01/2020;10;5
2247;Tour3;21;16/01/2020;15;5
2248;Tour4;10;16/01/2020;20;5
2249;Tour1;21;17/01/2020;5;5
2250;Tour2;21;17/01/2020;10;5
2251;Tour3;21;17/01/2020;15;5
2252;Tour4;3;17/01/2020;20;5
2253;Tour1;21;18/01/2020;5;5
2254;Tour2;21;18/01/2020;10;5
2255;Tour3;21;18/01/2020;15;5
2256;Tour4;6;18/01/2020;20;5
2257;Tour1;21;20/01/2020;5;5
2258;Tour2;21;20/01/2020;10;5
2259;Tour3;21;20/01/2020;15;5
2260;Tour4;8;20/01/2020;20;5
2261;Tour1;21;21/01/2020;5;5
2262;Tour2;21;21/01/2020;10;5
2263;Tour3;21;21/01/2020;15;5
2264;Tour4;5;21/01/2020;20;5
2265;Tour1;21;22/01/2020;5;5
2266;Tour2;21;22/01/2020;10;5
2267;Tour3;21;22/01/2020;15;5
2268;Tour4;8;22/01/2020;20;5
2269;Tour1;21;23/01/2020;5;5
2270;Tour2;21;23/01/2020;10;5
2271;Tour3;21;23/01/2020;15;5
2272;Tour4;6;23/01/2020;20;5
2273;Tour1;21;24/01/2020;5;5
2274;Tour2;21;24/01/2020;10;5
2275;Tour3;20;24/01/2020;15;5
2276;Tour4;0;24/01/2020;20;5
2277;Tour1;21;25/01/2020;5;5
2278;Tour2;21;25/01/2020;10;5
2279;Tour3;21;25/01/2020;15;5
2280;Tour4;1;25/01/2020;20;5
2281;Tour1;21;27/01/2020;5;5
2282;Tour2;21;27/01/2020;10;5
2283;Tour3;21;27/01/2020;15;5
2284;Tour4;9;27/01/2020;20;5
2285;Tour1;21;28/01/2020;5;5
2286;Tour2;21;28/01/2020;10;5
2287;Tour3;21;28/01/2020;15;5
2288;Tour4;9;28/01/2020;20;5
2289;Tour1;21;29/01/2020;5;5
2290;Tour2;21;29/01/2020;10;5
2291;Tour3;21;29/01/2020;15;5
2292;Tour4;9;29/01/2020;20;5
2293;Tour1;21;30/01/2020;5;5
2294;Tour2;21;30/01/2020;10;5
2295;Tour3;21;30/01/2020;15;5
2296;Tour4;6;30/01/2020;20;5
2297;Tour1;21;31/01/2020;5;5
2298;Tour2;21;31/01/2020;10;5
2299;Tour3;21;31/01/2020;15;5
2300;Tour4;7;31/01/2020;20;5
2301;Tour1;21;01/02/2020;5;5
2302;Tour2;21;01/02/2020;10;5
2303;Tour3;21;01/02/2020;15;5
2304;Tour4;6;01/02/2020;20;5
2305;Tour1;21;03/02/2020;5;5
2306;Tour2;21;03/02/2020;10;5
2307;Tour3;21;03/02/2020;15;5
2308;Tour4;11;03/02/2020;20;5
2309;Tour1;21;04/02/2020;5;5
2310;Tour2;21;04/02/2020;10;5
2311;Tour3;21;04/02/2020;15;5
2312;Tour4;10;04/02/2020;20;5
2313;Tour1;21;05/02/2020;5;5
2314;Tour2;21;05/02/2020;10;5
2315;Tour3;21;05/02/2020;15;5
2316;Tour4;1;05/02/2020;20;5
2317;Tour1;21;06/02/2020;5;5
2318;Tour2;21;06/02/2020;10;5
2319;Tour3;21;06/02/2020;15;5
2320;Tour4;10;06/02/2020;20;5
2321;Tour1;21;07/02/2020;5;5
2322;Tour2;21;07/02/2020;10;5
2323;Tour3;21;07/02/2020;15;5
2324;Tour4;9;07/02/2020;20;5
2325;Tour1;21;08/02/2020;5;5
2326;Tour2;21;08/02/2020;10;5
2327;Tour3;21;08/02/2020;15;5
2328;Tour4;9;08/02/2020;20;5
2329;Tour1;21;09/02/2020;5;5
2330;Tour2;21;09/02/2020;10;5
2331;Tour3;21;09/02/2020;15;5
2332;Tour4;13;09/02/2020;20;5
2333;Tour1;21;10/02/2020;5;5
2334;Tour2;21;10/02/2020;10;5
2335;Tour3;21;10/02/2020;15;5
2336;Tour4;8;10/02/2020;20;5
2337;Tour1;21;11/02/2020;5;5
2338;Tour2;21;11/02/2020;10;5
2339;Tour3;21;11/02/2020;15;5
2340;Tour4;8;11/02/2020;20;5
2341;Tour1;21;12/02/2020;5;5
2342;Tour2;21;12/02/2020;10;5
2343;Tour3;21;12/02/2020;15;5
2344;Tour4;10;12/02/2020;20;5
2345;Tour1;21;13/02/2020;5;5
2346;Tour2;21;13/02/2020;10;5
2347;Tour3;21;13/02/2020;15;5
2348;Tour4;6;13/02/2020;20;5
2349;Tour1;21;14/02/2020;5;5
2350;Tour2;21;14/02/2020;10;5
2351;Tour3;21;14/02/2020;15;5
2352;Tour4;5;14/02/2020;20;5
2353;Tour1;21;17/02/2020;5;5
2354;Tour2;21;17/02/2020;10;5
2355;Tour3;21;17/02/2020;15;5
2356;Tour4;8;17/02/2020;20;5
2357;Tour1;21;18/02/2020;5;5
2358;Tour2;21;18/02/2020;10;5
2359;Tour3;21;18/02/2020;15;5
2360;Tour4;8;18/02/2020;20;5
2361;Tour1;21;19/02/2020;5;5
2362;Tour2;21;19/02/2020;10;5
2363;Tour3;21;19/02/2020;15;5
2364;Tour4;9;19/02/2020;20;5
2365;Tour1;21;20/02/2020;5;5
2366;Tour2;21;20/02/2020;10;5
2367;Tour3;21;20/02/2020;15;5
2368;Tour4;10;20/02/2020;20;5
2369;Tour1;21;21/02/2020;5;5
2370;Tour2;21;21/02/2020;10;5
2371;Tour3;21;21/02/2020;15;5
2372;Tour4;6;21/02/2020;20;5
2373;Tour1;21;22/02/2020;5;5
2374;Tour2;21;22/02/2020;10;5
2375;Tour3;21;22/02/2020;15;5
2376;Tour4;12;22/02/2020;20;5
2377;Tour1;21;24/02/2020;5;5
2378;Tour2;21;24/02/2020;10;5
2379;Tour3;21;24/02/2020;15;5
2380;Tour4;8;24/02/2020;20;5
2381;Tour1;21;25/02/2020;5;5
2382;Tour2;21;25/02/2020;10;5
2383;Tour3;21;25/02/2020;15;5
2384;Tour4;10;25/02/2020;20;5
2385;Tour1;21;26/02/2020;5;5
2386;Tour2;21;26/02/2020;10;5
2387;Tour3;21;26/02/2020;15;5
2388;Tour4;4;26/02/2020;20;5
2389;Tour1;21;27/02/2020;5;5
2390;Tour2;21;27/02/2020;10;5
2391;Tour3;21;27/02/2020;15;5
2392;Tour4;10;27/02/2020;20;5
2393;Tour1;21;28/02/2020;5;5
2394;Tour2;21;28/02/2020;10;5
2395;Tour3;21;28/02/2020;15;5
2396;Tour4;7;28/02/2020;20;5
2397;Tour1;21;29/02/2020;5;5
2398;Tour2;21;29/02/2020;10;5
2399;Tour3;21;29/02/2020;15;5
2400;Tour4;7;29/02/2020;20;5
2401;Tour1;21;02/03/2020;5;5
2402;Tour2;21;02/03/2020;10;5
2403;Tour3;21;02/03/2020;15;5
2404;Tour4;11;02/03/2020;20;5
2405;Tour1;21;03/03/2020;5;5
2406;Tour2;21;03/03/2020;10;5
2407;Tour3;21;03/03/2020;15;5
2408;Tour4;13;03/03/2020;20;5
2409;Tour1;21;04/03/2020;5;5
2410;Tour2;21;04/03/2020;10;5
2411;Tour3;21;04/03/2020;15;5
2412;Tour4;6;04/03/2020;20;5
2413;Tour1;21;05/03/2020;5;5
2414;Tour2;21;05/03/2020;10;5
2415;Tour3;21;05/03/2020;15;5
2416;Tour4;8;05/03/2020;20;5
2417;Tour1;21;06/03/2020;5;5
2418;Tour2;21;06/03/2020;10;5
2419;Tour3;21;06/03/2020;15;5
2420;Tour4;10;06/03/2020;20;5
2421;Tour1;21;07/03/2020;5;5
2422;Tour2;21;07/03/2020;10;5
2423;Tour3;21;07/03/2020;15;5
2424;Tour4;12;07/03/2020;20;5
2425;Tour1;21;09/03/2020;5;5
2426;Tour2;21;09/03/2020;10;5
2427;Tour3;21;09/03/2020;15;5
2428;Tour4;10;09/03/2020;20;5
2429;Tour1;21;10/03/2020;5;5
2430;Tour2;21;10/03/2020;10;5
2431;Tour3;21;10/03/2020;15;5
2432;Tour4;3;10/03/2020;20;5
2433;Tour1;21;11/03/2020;5;5
2434;Tour2;21;11/03/2020;10;5
2435;Tour3;21;11/03/2020;15;5
2436;Tour4;5;11/03/2020;20;5
2437;Tour1;21;12/03/2020;5;5
2438;Tour2;21;12/03/2020;10;5
2439;Tour3;21;12/03/2020;15;5
2440;Tour4;11;12/03/2020;20;5
2441;Tour1;21;13/03/2020;5;5
2442;Tour2;21;13/03/2020;10;5
2443;Tour3;21;13/03/2020;15;5
2444;Tour4;13;13/03/2020;20;5
2445;Tour1;21;14/03/2020;5;5
2446;Tour2;21;14/03/2020;10;5
2447;Tour3;21;14/03/2020;15;5
2448;Tour4;9;14/03/2020;20;5
2449;Tour1;21;16/03/2020;5;5
2450;Tour2;21;16/03/2020;10;5
2451;Tour3;21;16/03/2020;15;5
2452;Tour4;12;16/03/2020;20;5
2453;Tour1;21;17/03/2020;5;5
2454;Tour2;21;17/03/2020;10;5
2455;Tour3;21;17/03/2020;15;5
2456;Tour4;11;17/03/2020;20;5
2457;Tour1;21;18/03/2020;5;5
2458;Tour2;21;18/03/2020;10;5
2459;Tour3;21;18/03/2020;15;5
2460;Tour4;9;18/03/2020;20;5
2461;Tour1;21;19/03/2020;5;5
2462;Tour2;21;19/03/2020;10;5
2463;Tour3;21;19/03/2020;15;5
2464;Tour4;13;19/03/2020;20;5
2465;Tour1;21;20/03/2020;5;5
2466;Tour2;21;20/03/2020;10;5
2467;Tour3;21;20/03/2020;15;5
2468;Tour4;4;20/03/2020;20;5
2469;Tour1;21;21/03/2020;5;5
2470;Tour2;21;21/03/2020;10;5
2471;Tour3;21;21/03/2020;15;5
2472;Tour4;6;21/03/2020;20;5
2473;Tour1;21;23/03/2020;5;5
2474;Tour2;21;23/03/2020;10;5
2475;Tour3;0;23/03/2020;15;5
2476;Tour4;0;23/03/2020;20;5
2477;Tour1;21;24/03/2020;5;5
2478;Tour2;21;24/03/2020;10;5
2479;Tour3;21;24/03/2020;15;5
2480;Tour4;21;24/03/2020;20;5
2481;Tour1;21;25/03/2020;5;5
2482;Tour2;21;25/03/2020;10;5
2483;Tour3;21;25/03/2020;15;5
2484;Tour4;10;25/03/2020;20;5
2485;Tour1;21;26/03/2020;5;5
2486;Tour2;16;26/03/2020;10;5
2487;Tour3;0;26/03/2020;15;5
2488;Tour4;0;26/03/2020;20;5
2489;Tour1;21;27/03/2020;5;5
2490;Tour2;8;27/03/2020;10;5
2491;Tour3;0;27/03/2020;15;5
2492;Tour4;0;27/03/2020;20;5
2493;Tour1;21;28/03/2020;5;5
2494;Tour2;9;28/03/2020;10;5
2495;Tour3;0;28/03/2020;15;5
2496;Tour4;0;28/03/2020;20;5
2497;Tour1;21;30/03/2020;5;5
2498;Tour2;21;30/03/2020;10;5
2499;Tour3;21;30/03/2020;15;5
2500;Tour4;8;30/03/2020;20;5
2501;Tour1;19;31/03/2020;5;5
2502;Tour2;0;31/03/2020;10;5
2503;Tour3;0;31/03/2020;15;5
2504;Tour4;0;31/03/2020;20;5
2505;Tour1;21;01/04/2020;5;5
2506;Tour2;15;01/04/2020;10;5
2507;Tour3;0;01/04/2020;15;5
2508;Tour4;0;01/04/2020;20;5
2509;Tour1;21;02/04/2020;5;5
2510;Tour2;21;02/04/2020;10;5
2511;Tour3;21;02/04/2020;15;5
2512;Tour4;12;02/04/2020;20;5
2513;Tour1;21;03/04/2020;5;5
2514;Tour2;21;03/04/2020;10;5
2515;Tour3;5;03/04/2020;15;5
2516;Tour4;0;03/04/2020;20;5
2517;Tour1;14;04/04/2020;5;5
2518;Tour2;0;04/04/2020;10;5
2519;Tour3;0;04/04/2020;15;5
2520;Tour4;0;04/04/2020;20;5
2521;Tour1;21;06/04/2020;5;5
2522;Tour2;21;06/04/2020;10;5
2523;Tour3;21;06/04/2020;15;5
2524;Tour4;9;06/04/2020;20;5
2525;Tour1;21;07/04/2020;5;5
2526;Tour2;21;07/04/2020;10;5
2527;Tour3;21;07/04/2020;15;5
2528;Tour4;3;07/04/2020;20;5
2529;Tour1;21;08/04/2020;5;5
2530;Tour2;21;08/04/2020;10;5
2531;Tour3;16;08/04/2020;15;5
2532;Tour4;0;08/04/2020;20;5
2533;Tour1;21;09/04/2020;5;5
2534;Tour2;21;09/04/2020;10;5
2535;Tour3;21;09/04/2020;15;5
2536;Tour4;6;09/04/2020;20;5
2537;Tour1;21;10/04/2020;5;5
2538;Tour2;21;10/04/2020;10;5
2539;Tour3;21;10/04/2020;15;5
2540;Tour4;3;10/04/2020;20;5
2541;Tour1;21;11/04/2020;5;5
2542;Tour2;21;11/04/2020;10;5
2543;Tour3;21;11/04/2020;15;5
2544;Tour4;1;11/04/2020;20;5
2545;Tour1;21;13/04/2020;5;5
2546;Tour2;21;13/04/2020;10;5
2547;Tour3;21;13/04/2020;15;5
2548;Tour4;9;13/04/2020;20;5
2549;Tour1;21;14/04/2020;5;5
2550;Tour2;21;14/04/2020;10;5
2551;Tour3;21;14/04/2020;15;5
2552;Tour4;6;14/04/2020;20;5
2553;Tour1;21;15/04/2020;5;5
2554;Tour2;21;15/04/2020;10;5
2555;Tour3;21;15/04/2020;15;5
2556;Tour4;2;15/04/2020;20;5
2557;Tour1;21;16/04/2020;5;5
2558;Tour2;21;16/04/2020;10;5
2559;Tour3;21;16/04/2020;15;5
2560;Tour4;5;16/04/2020;20;5
2561;Tour1;21;17/04/2020;5;5
2562;Tour2;21;17/04/2020;10;5
2563;Tour3;21;17/04/2020;15;5
2564;Tour4;5;17/04/2020;20;5
2565;Tour1;21;18/04/2020;5;5
2566;Tour2;21;18/04/2020;10;5
2567;Tour3;21;18/04/2020;15;5
2568;Tour4;6;18/04/2020;20;5
2569;Tour1;21;20/04/2020;5;5
2570;Tour2;21;20/04/2020;10;5
2571;Tour3;21;20/04/2020;15;5
2572;Tour4;7;20/04/2020;20;5
2573;Tour1;21;21/04/2020;5;5
2574;Tour2;21;21/04/2020;10;5
2575;Tour3;21;21/04/2020;15;5
2576;Tour4;7;21/04/2020;20;5
2577;Tour1;21;22/04/2020;5;5
2578;Tour2;21;22/04/2020;10;5
2579;Tour3;20;22/04/2020;15;5
2580;Tour4;0;22/04/2020;20;5
2581;Tour1;21;23/04/2020;5;5
2582;Tour2;21;23/04/2020;10;5
2583;Tour3;21;23/04/2020;15;5
2584;Tour4;6;23/04/2020;20;5
2585;Tour1;21;24/04/2020;5;5
2586;Tour2;21;24/04/2020;10;5
2587;Tour3;18;24/04/2020;15;5
2588;Tour4;0;24/04/2020;20;5
2589;Tour1;21;25/04/2020;5;5
2590;Tour2;21;25/04/2020;10;5
2591;Tour3;21;25/04/2020;15;5
2592;Tour4;1;25/04/2020;20;5
2593;Tour1;21;27/04/2020;5;5
2594;Tour2;21;27/04/2020;10;5
2595;Tour3;21;27/04/2020;15;5
2596;Tour4;1;27/04/2020;20;5
2597;Tour1;21;28/04/2020;5;5
2598;Tour2;21;28/04/2020;10;5
2599;Tour3;21;28/04/2020;15;5
2600;Tour4;2;28/04/2020;20;5
2601;Tour1;21;29/04/2020;5;5
2602;Tour2;21;29/04/2020;10;5
2603;Tour3;21;29/04/2020;15;5
2604;Tour4;5;29/04/2020;20;5
2605;Tour1;21;30/04/2020;5;5
2606;Tour2;21;30/04/2020;10;5
2607;Tour3;21;30/04/2020;15;5
2608;Tour4;5;30/04/2020;20;5
2609;Tour1;21;01/05/2020;5;5
2610;Tour2;21;01/05/2020;10;5
2611;Tour3;21;01/05/2020;15;5
2612;Tour4;0;01/05/2020;20;5
2613;Tour1;21;02/05/2020;5;5
2614;Tour2;21;02/05/2020;10;5
2615;Tour3;17;02/05/2020;15;5
2616;Tour4;2;02/05/2020;20;5
2617;Tour1;21;04/05/2020;5;5
2618;Tour2;21;04/05/2020;10;5
2619;Tour3;21;04/05/2020;15;5
2620;Tour4;7;04/05/2020;20;5
2621;Tour1;21;05/05/2020;5;5
2622;Tour2;21;05/05/2020;10;5
2623;Tour3;16;05/05/2020;15;5
2624;Tour4;2;05/05/2020;20;5
2625;Tour1;21;06/05/2020;5;5
2626;Tour2;21;06/05/2020;10;5
2627;Tour3;21;06/05/2020;15;5
2628;Tour4;2;06/05/2020;20;5
2629;Tour1;21;07/05/2020;5;5
2630;Tour2;21;07/05/2020;10;5
2631;Tour3;21;07/05/2020;15;5
2632;Tour4;6;07/05/2020;20;5
2633;Tour1;21;08/05/2020;5;5
2634;Tour2;21;08/05/2020;10;5
2635;Tour3;21;08/05/2020;15;5
2636;Tour4;4;08/05/2020;20;5
2637;Tour1;21;09/05/2020;5;5
2638;Tour2;21;09/05/2020;10;5
2639;Tour3;21;09/05/2020;15;5
2640;Tour4;4;09/05/2020;20;5
2641;Tour1;21;11/05/2020;5;5
2642;Tour2;21;11/05/2020;10;5
2643;Tour3;21;11/05/2020;15;5
2644;Tour4;3;11/05/2020;20;5
2645;Tour1;21;12/05/2020;5;5
2646;Tour2;21;12/05/2020;10;5
2647;Tour3;21;12/05/2020;15;5
2648;Tour4;3;12/05/2020;20;5
2649;Tour1;21;13/05/2020;5;5
2650;Tour2;21;13/05/2020;10;5
2651;Tour3;21;13/05/2020;15;5
2652;Tour4;4;13/05/2020;20;5
2653;Tour1;21;14/05/2020;5;5
2654;Tour2;21;14/05/2020;10;5
2655;Tour3;21;14/05/2020;15;5
2656;Tour4;6;14/05/2020;20;5
2657;Tour1;21;15/05/2020;5;5
2658;Tour2;21;15/05/2020;10;5
2659;Tour3;19;15/05/2020;15;5
2660;Tour4;0;15/05/2020;20;5
2661;Tour1;21;16/05/2020;5;5
2662;Tour2;21;16/05/2020;10;5
2663;Tour3;21;16/05/2020;15;5
2664;Tour4;0;16/05/2020;20;5
2665;Tour1;21;18/05/2020;5;5
2666;Tour2;21;18/05/2020;10;5
2667;Tour3;21;18/05/2020;15;5
2668;Tour4;5;18/05/2020;20;5
2669;Tour1;21;19/05/2020;5;5
2670;Tour2;21;19/05/2020;10;5
2671;Tour3;21;19/05/2020;15;5
2672;Tour4;0;19/05/2020;20;5
2673;Tour1;21;20/05/2020;5;5
2674;Tour2;21;20/05/2020;10;5
2675;Tour3;18;20/05/2020;15;5
2676;Tour4;0;20/05/2020;20;5
2677;Tour1;21;21/05/2020;5;5
2678;Tour2;21;21/05/2020;10;5
2679;Tour3;21;21/05/2020;15;5
2680;Tour4;3;21/05/2020;20;5
2681;Tour1;21;22/05/2020;5;5
2682;Tour2;21;22/05/2020;10;5
2683;Tour3;15;22/05/2020;15;5
2684;Tour4;0;22/05/2020;20;5
2685;Tour1;21;23/05/2020;5;5
2686;Tour2;21;23/05/2020;10;5
2687;Tour3;21;23/05/2020;15;5
2688;Tour4;3;23/05/2020;20;5
2689;Tour1;21;25/05/2020;5;5
2690;Tour2;21;25/05/2020;10;5
2691;Tour3;21;25/05/2020;15;5
2692;Tour4;2;25/05/2020;20;5
2693;Tour1;21;26/05/2020;5;5
2694;Tour2;21;26/05/2020;10;5
2695;Tour3;21;26/05/2020;15;5
2696;Tour4;0;26/05/2020;20;5
2697;Tour1;21;27/05/2020;5;5
2698;Tour2;21;27/05/2020;10;5
2699;Tour3;19;27/05/2020;15;5
2700;Tour4;0;27/05/2020;20;5
2701;Tour1;21;28/05/2020;5;5
2702;Tour2;21;28/05/2020;10;5
2703;Tour3;20;28/05/2020;15;5
2704;Tour4;0;28/05/2020;20;5
2705;Tour1;21;29/05/2020;5;5
2706;Tour2;21;29/05/2020;10;5
