uid,name,risk_threshold,repair_time,use_duration,initial_duration,next_duration,repair_skill,json_law,machine_id,phm_module_id
dev:1ac6bb21d73b4b2b9ef9c83110b373ba,Dv2,0.01,1.0,0,40292,95,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e598f9d43c0149b18564879df08dc58f,phm:95835bba26ad40fca445f66c0e8eceba
dev:1ac9ac87fdc44454ac4022b09b178f55,Dv15,0.01,1.0,3305,3200,3310,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:3344f138cd06416b8f7cc72afb5fa818,phm:73b3d777d6d2405087958089f7264d0b
dev:1ad1fb08ee214ea4a57ac9574a108b71,Dv10,0.01,1.0,0,7400,105,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:41021b50904143c095b9b9e6d0ac4a1d,phm:0fd2fbdb455043f389965c3f5bb1bafe
dev:1ad526077b1644eda797c6fd6802cfa5,Dv6,0.01,1.0,5372,5192,5392,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:25f41bfa9d264e469c8f1a7ebbf78b3c,phm:4b987ddffb2f4c12914c0c8ec25b8861
dev:1ad6242d08b2431ab7797d31c76de9bf,Dv4,0.01,1.0,8903,8808,8918,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:86483203c7764f0da4fba2bf5c686f97,phm:ab7c3035f66441498085c36626472087
dev:1ae5f01d90744eb2954be5f14c3fe03b,Dv8,0.01,1.0,2147,2052,2157,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:b36c6dac198742538fa3f1596236f728,phm:db8ca16f16c74a71ac2eb85e21d437de
dev:1ae6700801ae42d5968c2bc3e099c769,Dv9,0.01,1.0,3491,3396,3501,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:d684ca56e04c409288863888386bb962,phm:20a1cf17c34f45adb94b1e88a4cbaf89
dev:1aea232d49a84b2cae44449388b6c551,Dv3,0.01,1.0,6624,6524,6634,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9739c5dbf4ab42519fd4203b504f5592,phm:66266df48237437988e46bd5ab3ffa74
dev:1aeedbb3aa66410ebd36f88ecf50e31f,Dv14,0.01,1.0,2967,2872,2977,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e3ec4f186e3b4f209a7d86aa093c3dfa,phm:c95431b750dd4306ab0f0ae93e11854d
dev:1af05b4a87a44b338552bd676e22ad36,Dv14,0.01,1.0,312,212,312,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:a856586485874709a0fd17a316aa5080,phm:37d80cd9f94644eba30bf56e93ca41e6
dev:1af21f7976504d51983ff15fb410ca6f,Dv6,0.01,1.0,4834,4624,4844,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:2b5011a62b3e448bb85371394a80bae2,phm:8920cc86df6748468092b7f1a53f2bf9
dev:1af46603fc71484492c007bf6812dc6d,Dv1,0.01,1.0,2219,2124,2229,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ed3bf1273ccf4caca17bb6bc44570211,phm:b8ae9aaa3f1b4c28ada90a5cf299e310
dev:1af743ce9dda484281678aeba7df8588,Dv15,0.01,1.0,3865,3780,3880,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6a63988127a5414b8e5716b17355316a,phm:6cf6de65b0454d9598fec4b28487c700
dev:1b104a5b65d84eb68fd7b2d31154899a,Dv2,0.01,1.0,872,772,882,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:387bf0fb158645e0ac4bf0e547e97d24,phm:216c054e1d52492e8bb6253512a72040
dev:1b25e4989c1d4d348ca58b3d2feaaa32,Dv6,0.01,1.0,742,552,772,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:1e7ae66985894ebc8f691735bf5700ee,phm:6622ebc14f8443d78dc886fc3436b6ac
dev:1b2d941903144a0e802dd476f2e195af,Dv1,0.01,1.0,1646,1556,1656,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:40d52ab941614662abf02574a4513eab,phm:c8db7648e3744c4b8355102c530f3a0b
dev:1b31102dea4b4e139754cf7527592764,Dv8,0.01,1.0,3435,3340,3445,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:cd0a6a569cf146f7a991c3dfb51936e3,phm:f7f940f0eab3435b9adebc89306e35b2
dev:1b39a2ff11fd4b309407579c7accdece,Dv14,0.01,1.0,3912,3812,3922,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:a66706298dd642ce8c25b335e984dd42,phm:ebf6ffb02463413c960d4d05031173c3
dev:1b408f7e7523450fba84f3938b39bd80,Dv11,0.01,1.0,2843,2748,2853,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:c73b2d04843a4fdc84e85c1ab27d8652,phm:62d7c601f2034535a4e13ae369a45a4d
dev:1b426e2cd2044ba5ba3e594150cad061,Dv15,0.01,1.0,1195,1100,1205,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:20af1852e95843aa8a99d0b4ef83f245,phm:5fef4d3515494a828f7d92534ca1693b
dev:1b4d66ae7d3d411c8af364a51230538d,Dv12,0.01,1.0,299,204,304,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:c0dbb3cc9f6d499b9adac5a793d3eb7f,phm:a52351cf0f1b421ebd4b778a05cc2f3d
dev:1b4e9a18f62f41ca992ee5051599572d,Dv9,0.01,1.0,702,612,712,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6ad748b26a22429b83197f4c65c0a91d,phm:04daecd8956a4bc68614761abecea25b
dev:1b4f11357bc244abaf7a5674e687daf0,Dv13,0.01,1.0,3352,3252,3362,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:afb8f9dc6e5d4fc1baef4377102e15b3,phm:2fc871b787e14bbe91e6e40730ed83d5
dev:1b7187cf8e544add93b04d86674261a7,Dv15,0.01,1.0,7263,7168,7273,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:3060af70894141b8b9873ba74ab94677,phm:85bc5ad1d24c4b40ad024a58926fe648
dev:1b77cc6e592a4a7bbfbe491ea12373ea,Dv7,0.01,1.0,7300,7200,7310,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:8d23a529df874adda122c441d825fbac,phm:210c63d2a2264628a080334ba7fc9941
dev:1b85f9d4333d443b99d7fd3d1df86893,Dv9,0.01,1.0,5243,5148,5253,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:0a509c7f8fb74d31b5aeb2f9efa89a3f,phm:be3b73bcfce049b186054e41741c4da8
dev:1b87de266476442983e1d71ac03067e0,Dv10,0.01,1.0,0,1416,100,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:3bf0e46d61264c149b9afc145572f56f,phm:d3dee8beddb54b84b5d7eb1388bb50a0
dev:1b8f2dd225ce410784e1f2cdb0ec126d,Dv11,0.01,1.0,1240,1140,1250,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:83ddaa68c36945c6a8ae60764f15f431,phm:64cf09b7c38244129094277e94fc9b82
dev:1b96b593f66241669f21783adea257ed,Dv11,0.01,1.0,7228,7128,7243,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:a52c4f5cee14475faecad5ce812ecb1a,phm:fe89ea3e01f44a049b7fcd7b2f35410f
dev:1bac6811fed64192842d408b6bb9d09b,Dv11,0.01,1.0,4913,4808,4918,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:481bb798bf144caf9d51ce7ddc183624,phm:831f038eacd24da8adfa28f2a0187e10
dev:1bb24823cd7943eda1a057763ccc0e3f,Dv6,0.01,1.0,1908,1708,1928,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:bde56ed559c64d6098692782ffa72947,phm:67f658bf886c415aa4c81fab0523316d
dev:1bb56828cd70442e82f3815c580fff16,Dv9,0.01,1.0,1263,1168,1273,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:d8e3cd37f77140b790c0dde1454cdc44,phm:6b999acdd40b4b46b72bcdab60013f6b
dev:1bbc43c853e04c86b62ed31bd49efa7e,Dv12,0.01,1.0,1508,1408,1523,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:90044335b6a74f95876f6431ce8542e1,phm:0151a6b59a354acbbfa0a23c2b131368
dev:1be8b9fadabf4677adbd42a0ada9fbba,Dv6,0.01,1.0,1364,1184,1394,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:f1eef00a8dde41bb849b20293c842427,phm:c00367092bff46aaac0ac36d165fcd6e
dev:1bec0b446be8487aa463b1bba3ecf812,Dv4,0.01,1.0,1286,1196,1296,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:1c647b1d29ee42db95aec8f5f26e54cd,phm:49fab90c064c4f35b50588c8f9c40956
dev:1bf18d9e23cd4170863b4847267ed6d3,Dv13,0.01,1.0,596,496,596,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:cb0de95be39f4cbdbcd8849a320244ab,phm:d1ddce83fcd6452c8a9283b29e439e6c
dev:1c01e65e39334b91bb84a07b3c2e5b1c,Dv1,0.01,1.0,0,11024,110,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:550cf0d045cc4f2283224eea966b7026,phm:d785f7cf40a04962b497afe7111ecb31
dev:1c01f2c22cdf48a093c4f07bd298d21a,Dv13,0.01,1.0,3468,3368,3483,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:7dcd3dbdb67d45ba82bfff917faee582,phm:66be32062fd94e1f9abdb928a382a5e3
dev:1c0fe4311bcd40bcbc909c777f2fc40f,Dv4,0.01,1.0,0,9576,100,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:322b794f23924c48a6d8913cbd260eda,phm:78155e9534d7409096cf11db1cab8a30
dev:1c221f84ed1547f4acd98068d9f92d46,Dv6,0.01,1.0,3410,3200,3420,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:3344f138cd06416b8f7cc72afb5fa818,phm:73b3d777d6d2405087958089f7264d0b
dev:1c257416e6584a468f0a5869839728ba,Dv3,0.01,1.0,7855,7760,7865,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:4ebee26fa70d4013b1ed72e631fc9b65,phm:628a74c1ab2f46aca18f794b7f809137
dev:1c3b403aa4b74363958dd51c313e41d6,Dv15,0.01,1.0,300,200,305,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:bf8c2fdb83ec49b48f6f3faa6618cb98,phm:cf5cec37fc014b009a9e517321441d4f
dev:1c40740e35f94478a94dd7b0f7176e21,Dv14,0.01,1.0,5416,5316,5426,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:f8c717aaf1a74dfba8560e02010bd59e,phm:3262a270acb2437c955b53f3995d082e
dev:1c43b0da1189435ba463e5b9d6fad828,Dv14,0.01,1.0,423,328,428,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:251dcea79fb440bda6f35af2f0cc49de,phm:604eef3a4e6a49379f90e721e705eb9e
dev:1c4588e746864890b488531fd9a870bc,Dv11,0.01,1.0,387,292,392,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:4aea7e432dde4a7aae16a7c0d6550861,phm:16601e75d05846818c3d53df7eaacefb
dev:1c74e803ef5044258e54deebd71f6935,Dv10,0.01,1.0,0,5312,100,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:ea676d3dcb2142f8bac115ee9fa78d6b,phm:b46cf48afa934e13b278bdda803d828f
dev:1c822a81d08f452395bc0e09f6b221f3,Dv10,0.01,1.0,0,6020,100,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:98997a3422bd4fdca9c6b945a8289471,phm:23fd6434685042aebcbfbda60a1d8af4
dev:1c870743375040c1a94c4f99e5c6e6e6,Dv5,0.01,1.0,2166,2076,2176,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:c801c5d9fa4048679c247f6d68d8fe7f,phm:177e80401ba94f5b8629a58772539223
dev:1c89e2972d9a4b91958d9620b1dfb492,Dv14,0.01,1.0,3616,3516,3626,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:09c924e2c6ed4465b4b9fc3ddea9ecf3,phm:81c8ff914ccf4d4cb897cdf7ba44c6d9
dev:1c8b10347956461f880beaf9b0b6ad7b,Dv5,0.01,1.0,4771,4676,4781,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:de7d120ca22a496aa41ca0ddec32ce16,phm:d20887aee4754b18a7240200eddd3608
dev:1c8d09b37abe45928ede47d8d2c9c0bc,Dv11,0.01,1.0,4376,4276,4381,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ec2c768154d545d6acfad412086d59a2,phm:8685d74e699740fe9d603f1b367b2906
dev:1c8e2ab9feeb4e6696dfa9b8b7ec8d29,Dv2,0.01,1.0,5732,5632,5737,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:47ca4c7d94444660a50e22a9baa9ea11,phm:c245eef39a0d4c53abcca5994e43a205
dev:1c902be936c84884b2acbc7aa3d9a9e8,Dv9,0.01,1.0,1858,1768,1868,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:896c5f6ab4fc46aea2cdcad046c90e73,phm:64f51f47590e4e9f87e2503543bc0f65
dev:1c90edd4071c450c9148d553c462c77e,Dv15,0.01,1.0,0,9708,105,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6b9a83a33d8f4dfe8de2267f59647cb1,phm:578d22bfe6834009bb26894a9a0f3344
dev:1c9deddc121947bc892a416cf429f8ae,Dv4,0.01,1.0,3642,3552,3652,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e823a922c7ec4a3a83a40133ea0e2cae,phm:70d219f28b8c45faa2009ed9e95ee85d
dev:1c9ee9d0534f4641a22bdcf3ee1a0f0d,Dv2,0.01,1.0,4650,4560,4665,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9d14566d6fc141e29a2cf188e1424353,phm:1649c175a87d49169c61e9026c40b8f5
dev:1ca00664c7664e78b733d78054f7784e,Dv1,0.01,1.0,0,11624,105,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9c9019926560468fbd03151482e6991f,phm:9c218695ae204fb080a3467946f45b0d
dev:1ca96983275b40668b603677c92350ac,Dv7,0.01,1.0,5899,5804,5909,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:3f417b504f7b463a948bf48aa62ece85,phm:05f9bc7d55914ff3ac46f8b6c1fc8784
dev:1cc7201951f1404abc3b809c5b455a7f,Dv6,0.01,1.0,524,344,534,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:8915d6ce0ff447de8075877d1177e525,phm:606c53a9ca5c4b528e7d0cc263db5087
dev:1ccb10d546494fcd95ab668abf2561cb,Dv3,0.01,1.0,6343,6248,6353,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:1fc9478084e045398c218185f3e0b438,phm:7cb4971ae9fa484490af1bf569554bc3
dev:1cd54406590d4e6e88ed093f81c5327d,Dv2,0.01,1.0,7318,7228,7328,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:8b9a1f77c2214839a14c39e5736f4a6e,phm:92d6a6a310304f6c850af3cb3e138ea5
dev:1cd552710e834e1aa1e8f49459ddecf3,Dv15,0.01,1.0,9152,9052,9162,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:56e328059c2245c588c941d0b52f7638,phm:6e8e6dc4c79b48678fe38472b642bb02
dev:1ceee97a7c2149699b6852a94221e54c,Dv15,0.01,1.0,2219,2124,2229,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ed3bf1273ccf4caca17bb6bc44570211,phm:b8ae9aaa3f1b4c28ada90a5cf299e310
dev:1cf678247bc54fdbae903a8a9bf83115,Dv2,0.01,1.0,5805,5720,5815,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:19ad922ddf5e4b06b3495035f6e2a617,phm:b2a2463bcfa545f481aac86aaf797125
dev:1cfbf6d9f8e64430a69df2465996e55e,Dv3,0.01,1.0,3423,3328,3433,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:4c4e2754ce4846a69796033624c3218f,phm:918bb82e146942808d5aa46b7faddb22
dev:1d1aaaa59e3844d3a2dce711501a14b2,Dv5,0.01,1.0,3304,3204,3314,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:0b5fe0a8780b471c9360c3b7dd97fb33,phm:98e1493896d04e2c8f3ee78c8a3c3934
dev:1d21bba84ceb45bfab7441198f4dc2d9,Dv9,0.01,1.0,4004,3904,4014,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:b684e06a0a254ba998fb00c508486537,phm:7b6f2b7f192e4955b64fd610688e5d36
dev:1d26aba7f8db43eb855de2af2325595e,Dv9,0.01,1.0,0,10316,105,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:0b135b44f973475cb16eec2167c41e5b,phm:b795900b263e45c09418142e5dc1c022
dev:1d2f4ca24d2c4373af9504ecc350ac3c,Dv6,0.01,1.0,4626,4436,4646,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:da46869031b8435f835a5423d77fdf41,phm:576592fbf003445cb78c675edb1909a5
dev:1d308e9a6e1a461e96b3500650b6f33e,Dv12,0.01,1.0,3736,3636,3746,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:3886ee5f439e47a5ad1295a091bd6f54,phm:45cd13af3c554ba99c4ccc72c6833aa1
dev:1d4a06eb6a2d4960abf01734016a4d9b,Dv8,0.01,1.0,2114,2024,2129,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:1357a0c6fdeb4628a32fc88fbfed3fba,phm:fbd58762f9db4197a06c9dbd35a5bdf9
dev:1d4a7a262a604ce98ac93eebb360f737,Dv13,0.01,1.0,1179,1084,1189,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:eec7af9071514161adcbcdd9340fc1a5,phm:7c03bd58a19b490c8fd1f71b495bf3da
dev:1d658691cbf04d4994653d75e8594dcf,Dv8,0.01,1.0,1839,1744,1849,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:01da536ac62a4bb5b56d7e251f24c738,phm:e1039095c3ff49cfba6df8c2763a114d
dev:1d683c4a32d14444904694c4d8ff4ecf,Dv4,0.01,1.0,4266,4176,4276,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e3b7e3b0e40048e18f8bebac33083537,phm:c744115ab09b40738e86401bae3276cf
dev:1d8da490b7e748a8983e280842fbad84,Dv5,0.01,1.0,3358,3268,3368,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:17ecc8a858644265ab6379e0796d5cbc,phm:a23a641e8f79479eaef3b78425dba379
dev:1d92228ae03b4e64baf67fc1acaa6a13,Dv4,0.01,1.0,2090,2000,2100,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:b1dfe676617641dd91b44959f659045b,phm:3d7b6b13ccd24971900413520ff2e8e6
dev:1da23a225891439a865c2a04ac45638d,Dv7,0.01,1.0,5048,4948,5058,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:5e8375dd12f04032a536695e91a2cfe3,phm:0ee3e403cf394cf8a263aac0d7cb81f8
dev:1da7ca61c9a045c6b6bec8a55df3d040,Dv7,0.01,1.0,423,328,428,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:251dcea79fb440bda6f35af2f0cc49de,phm:604eef3a4e6a49379f90e721e705eb9e
dev:1db7c6dbba314f1582dc180ac3fe2dbe,Dv7,0.01,1.0,3912,3812,3922,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:a66706298dd642ce8c25b335e984dd42,phm:ebf6ffb02463413c960d4d05031173c3
dev:1dbc7aa9ea51436d96ba0d3888c6749a,Dv12,0.01,1.0,0,11696,105,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:3376fb36100d472ea772452782c32f1b,phm:48de12dfb0c740c386727a73992b05a4
dev:1dc7b744fc4b4e849f50f5b107cbee71,Dv6,0.01,1.0,190,0,200,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:27f3be8522ed422689d180d8c6ed0e85,phm:38f1807b727440e7b96aced662387393
dev:1dc8e0895f9b410fac0e62236032ed81,Dv15,0.01,1.0,7323,7228,7333,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:d25fd17fc0bf40aeb2a0f11c334820ba,phm:13dfa0d81caa48499739592769b868b2
dev:1dcf952f9fa9470aa9d07dfe85ed3034,Dv14,0.01,1.0,998,908,1008,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:5262dcc4fca04029ade4961f3b766bdd,phm:d95942acefce45d9b7e95470c9da75c5
dev:1dd22ce005e34a2d84a636f647cb64fe,Dv3,0.01,1.0,990,900,1000,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:5900c2e2e16d49f79a7c99d0d8bd0e8a,phm:176c3994686247d49b861a5f58e37949
dev:1dd9418b215f41ada21d0c977e7377d8,Dv8,0.01,1.0,7500,7400,7510,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:41021b50904143c095b9b9e6d0ac4a1d,phm:0fd2fbdb455043f389965c3f5bb1bafe
dev:1de49250bcb142ae938fffb6e9fb3536,Dv3,0.01,1.0,2367,2272,2377,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:b658481070374ea486065b4a976f304c,phm:38b097f314df43ab936866fce193a140
dev:1de4c68226234bc3ac60dc7a41546fd1,Dv10,0.01,1.0,0,5464,100,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:acc9ca3960664dc2aea8f836c264cfa7,phm:62427996f1aa4da98a601e3630ea8e28
dev:1deeabe9c1a74f1390ccc9c4e17dccb7,Dv10,0.01,1.0,0,3864,105,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:60349cf3b3a640d3973a4811f724fb39,phm:8bd232c358754180a6a12f989431a105
dev:1df7910f726749c4a6182c761dc4c445,Dv12,0.01,1.0,1863,1768,1873,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:4ab96af1b8a24fd18d6872a8be1242d4,phm:394d245732544753873cb28d35056852
dev:1df8ce84ea3240278e5af6b61b9245d5,Dv15,0.01,1.0,6332,6232,6342,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e98546265a4d47a4b5866debaefe6ec4,phm:b4ef764e3d19480c88a2142290a8d0a8
dev:1dfcc499d48042beb5f803b1419efcde,Dv7,0.01,1.0,4074,3984,4084,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:53e46c3f64b94541bc4548ab29b111f6,phm:23b49cedebab4b0c9a70d2ebc510e7f1
dev:1e04f243ad7441f2afefb6fe670f5002,Dv1,0.01,1.0,4060,3960,4070,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:1c214d1b8e214549a55495475009f8ae,phm:34b2d0b89ba346fda909341a219652ba
dev:1e1230dc89ee4d868817c8bc8bf731b2,Dv8,0.01,1.0,2524,2424,2534,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:35bb8cfa3cc640c6852f81b4b80ef2d6,phm:3acff980f8864ac88dd56ce808629b79
dev:1e222dcd6c2a44bf98bc91035da5767f,Dv14,0.01,1.0,4328,4228,4338,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:674de8d008b949d6b4e9b297e35fc119,phm:3f968e6d078743ceb50d468b33b5e4e4
dev:1e3405c0fb9a4338aefaa66f2f71535a,Dv15,0.01,1.0,5460,5360,5475,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e972797116584a9eab89d2ce0b5e1883,phm:4fb6d7dfabc54eb797f116c1ed0efef0
dev:1e36bb67091e48a78df004de3e10c844,Dv13,0.01,1.0,0,10012,110,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:fefc82e3aa234cada34ac9affe6d32aa,phm:fd26386ab5084348acf55874df709431
dev:1e3ac6893f2d4bc0ba65c8e77659a5e0,Dv5,0.01,1.0,9240,9140,9255,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:66e071620d744c45b38601efcff1f900,phm:efa820e451864b5cba2b2750c2a9c894
dev:1e3cbccebf6d49daaea32024a72cb0fc,Dv7,0.01,1.0,1316,1216,1326,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:62968d3ef1e442148e3700e9a2372915,phm:5ec252b07ceb4c38ab22c4559e7d09d1
dev:1e4e6ccd1dd44e92ad0cd6e405357167,Dv2,0.01,1.0,4964,4864,4974,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:1334a58246704e94a158dcd91633669e,phm:7ce390c9d3c14483a6a2a38cb93dffd7
dev:1e50353994ef4afeb5e05c28a8f3521d,Dv3,0.01,1.0,5383,5288,5393,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:3e93a30e03f64845945d08a14236fb3e,phm:6b5f89336181430abe3ed381a263d2a5
dev:1e57fdb201f4458eb6ba6bfbfc3173c2,Dv11,0.01,1.0,4384,4284,4389,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:97cffdb0e35c4c0a9a52f1a1755f180c,phm:e930aaf8052d4a07b6f1d01a48043c02
