uid,name,risk_threshold,repair_time,use_duration,initial_duration,next_duration,repair_skill,json_law,machine_id,phm_module_id
dev:0004fc2298b94df0a08a8f2e7e0e3b49,Dv6,0.01,1.0,3594,3404,3614,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:0d8804838408403d8a3013744812eec6,phm:324c4c61ea644e448b88f76246d2d514
dev:0010b7a58c1a45b1889781fbdf90c28d,Dv11,0.01,1.0,6092,5992,6102,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:97882bea90a34ab988fac90f314088b1,phm:88ab25329c864efcbb5e5eb14adec4db
dev:0018d42e2c7e4c639caedd34a86378cd,Dv3,0.01,1.0,1602,1512,1617,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:41a391c0cde841fbb9b9cf54ad3ca322,phm:d4a83b91804c4503b5e41d0c2e592455
dev:001a6c8e382d4b27bd56ab747da35ca7,Dv9,0.01,1.0,5987,5892,5997,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:602741d7c7424f62980f07b680f00b73,phm:91065205f14f4270b05112c2da0a5ba2
dev:001bee089cba4780a30a648c6e5cc4b0,Dv14,0.01,1.0,3066,2976,3076,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e62f96e609d04c97b10312c7827deb2d,phm:5595fffb3dba4c419b3dcdf406058eae
dev:001f088a67774f92b3382183f6771287,Dv7,0.01,1.0,90,0,95,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:5620d8a03ad34b439635088f26cc8e2e,phm:6bc52ba44ad54aab93a1f29919321a46
dev:002f930b74404861a67c816a1e57c1f3,Dv5,0.01,1.0,1875,1780,1885,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:0aaecd55f7a3407296bfe5246fa0f775,phm:890d2b198113496780cbcc20ac11f8b2
dev:003aa90be1824782aad467cd4fed25a3,Dv15,0.01,1.0,568,468,573,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:118d0171d57548f0b267701306f0817f,phm:7cda3f283f194e86b7a2c441b848108f
dev:004c3797eada465db09f9f9b9a67d047,Dv11,0.01,1.0,5224,5124,5234,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:4102404f40d34e8f89816f5f4ce2f956,phm:8684069791d44dcb8d995be246849280
dev:0050f2b4e6ff4dcea2cf14a308267f69,Dv13,0.01,1.0,4038,3968,4058,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:fb4246d788dd409193c9d09637c3f684,phm:24a3fd2cc12a4e7c91badb4fe99f9337
dev:00562d9699ba4e4d9fb68db94d86991b,Dv2,0.01,1.0,5059,4964,5074,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:11734ba05c7a485f919aed5ac4fe9f5c,phm:4f4a3eb4884e4fedad8d65b03017e426
dev:005999afb8844d7faa4f236f19ffe090,Dv12,0.01,1.0,4448,4348,4458,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:56044539f9ee4c0faa1e93fe0cbb87f7,phm:4937af60e59b4f65a9d9a0ed58312613
dev:005c092792204e669a694aa42527f256,Dv12,0.01,1.0,4379,4284,4389,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:621c91ac7d904c569f7b3ab56e5f53e8,phm:da1299b06f3b4c64b2cc8b5e8d47f7fa
dev:00640c706796495c9dfec5b46920b4ed,Dv2,0.01,1.0,3455,3360,3470,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ff3bce84889e4f9b8bdb48f5c5dfb572,phm:c98bc719573c474d8e3cfd749471783c
dev:0064629766ba4a328076075445d77eff,Dv4,0.01,1.0,3997,3912,4007,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:37c19d23e0d940fb917c1687fe111106,phm:2cdd152b16124711a241f2a40250520e
dev:00674958089242ef815222dcd31080c7,Dv4,0.01,1.0,2258,2168,2268,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:5dd1b07080f84bed95744d6a74c67eb0,phm:180a013fc20c45619caba9a79d98ae83
dev:006c48c88c3b41a394776526b8ed3d67,Dv7,0.01,1.0,7923,7828,7933,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:7453c696a5554a099803288351c751e9,phm:22e43b7f2ade41a6a57be578b84fe794
dev:006e420530624f91951e4fc1dc7e1d64,Dv8,0.01,1.0,6368,6268,6378,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:7f9907d43dcc4491adbbae050fa5fecd,phm:b874e435c0904751b7e2c4f0c31b9f39
dev:007a2d4e3a04406c8398a523129fbf74,Dv11,0.01,1.0,430,340,435,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e5414d3fa32846a0b0c951ab8acb6aac,phm:2fbe6121d0ab42bfb0c576b0991baba3
dev:0097cc98b6094ba49326888ae6bc6bc2,Dv10,0.01,1.0,0,644,95,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:0d29c289a72b42cb8688370ea63176f7,phm:0fabc2f950c34322b874fd645b59a22b
dev:00a3d42d965e4c0f84ecba3d228a0d67,Dv5,0.01,1.0,3579,3484,3589,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:c3290d9dc1cb47448b3ff8a08369be28,phm:3acf3a09ed3a4d19a03f158e8dfdeff4
dev:00a78f62f7654c34a459730283c99eaa,Dv3,0.01,1.0,3543,3448,3558,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ac03b88fb89a4146a9e9c7f907f4d66e,phm:bfd73219bd4947429c7fa86d081adbcb
dev:00a8dda7aedd45f2a83dc2d8d16d2842,Dv2,0.01,1.0,1607,1512,1622,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:7560909fec3644d89a8cf92c1de788bb,phm:3f9dd41ef78740d09fc7844a61ce463b
dev:00bcd363b78d42d5ad80ad0481593b9b,Dv8,0.01,1.0,2843,2748,2853,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:2fa489ac055e4d8ba8d613da5229d56f,phm:db241511d3fe4cdfb3d547e64181f182
dev:00c860bf577d42b8a6e1610d29e0cc66,Dv3,0.01,1.0,415,320,420,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:f1fae4ee43074c4baa251b7bece7d240,phm:5e8007b2424140fbbf2589d257a2092b
dev:00cafaaf39c245859c0d608d126d628a,Dv9,0.01,1.0,7323,7228,7333,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:72dbe5186d664c588c67ff31f688c920,phm:dd40aafea9e24d459dbf5c174ca518ff
dev:00d078c78a704a6984fb6f195e80e6d3,Dv15,0.01,1.0,1835,1740,1845,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:2c842352090e451faf767b321072f72c,phm:beb14a3e9ffd4aed8b3db8c82f16930d
dev:00d250ef16684baa9dfd6941f54ba169,Dv1,0.01,1.0,3352,3252,3362,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:4c637b7b2c1348bfb375a742e983b40b,phm:a0ed21f91f2d417d80a2c4b21154db96
dev:00dc46d84a324490a50973d9fb9e5dfa,Dv11,0.01,1.0,508,408,513,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9bb91f63d1a945b690fdf1bff4933d11,phm:d2c71c097f72430f891aa641ea6df8db
dev:00e62e4c677b490c8168511730cddc9c,Dv1,0.01,1.0,415,320,420,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e72b29bacfb145b8b0ea39f097f14041,phm:3f1e6cb7f29446f4a2df56bbb9dc4f4a
dev:00ea206f9d004907a6e54d9fb6ca551a,Dv8,0.01,1.0,6463,6368,6473,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:436a7410fbb542b4a84127c1d25649a1,phm:7ecca9622e0e4fae95853d43e44120cb
dev:00f2ac07ff2443f89d0ffd86a08aedd4,Dv2,0.01,1.0,0,9708,105,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:a01098f9f100453e8d04383566359983,phm:891536aa73174869a24a54c2c403ab1d
dev:00f3f1314fea48128ac54b0ad7f9eae5,Dv7,0.01,1.0,5932,5832,5937,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e5844305cf1f4b79bf0d827a8da67d48,phm:a1a6edf521e6468ebac761f50fdbfacf
dev:00f4d366e6a242c492e95421cdc76935,Dv14,0.01,1.0,4767,4672,4782,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:36894ccf94584079b77321b457e30a8f,phm:54bd93ca96d141eaa0bbd2eea3fc8364
dev:0113773c1e42464a804ad3146dcfd9de,Dv12,0.01,1.0,973,888,983,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:fea6fc11fddc497e9b9e5cbf89a661ca,phm:b9e0cf1b17ad4346a8f78b3eed901349
dev:012e719b7301436fb2f3445ab20aafca,Dv7,0.01,1.0,4189,4124,4209,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:4905d0db17cb455d8d9049d6736154d1,phm:e6237835b4db4640b244cabeb2ca087a
dev:013004e69a864e7da223fb338cd0218f,Dv14,0.01,1.0,6559,6464,6569,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:d44c9337a35e4ac29687480525d303ed,phm:92a742c3fdb74690b7c83d5f34dd8507
dev:0137818e034444a18f1dcd977ce94486,Dv4,0.01,1.0,6134,6044,6149,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:bd25465533664b3b964829a70c5263fe,phm:0b43d11334d848d2accd507c81397681
dev:0137d951435843799d0e7adc22839561,Dv10,0.01,1.0,0,616,95,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:97fcf372282a48c78b18251df43eadc1,phm:5b8ee1aaee104c8ca1806fe942c90780
dev:013c63045deb49b794ae85ca4f1077c2,Dv14,0.01,1.0,3147,3052,3157,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:614b405e93d74594a8c304189519c188,phm:d75e0cf11e364cb595c13076cac5d157
dev:013f240d83b141138bedf014de767061,Dv9,0.01,1.0,682,592,692,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:66fdeda589344f6d98f41172bf5c9006,phm:37ffaa22417243fb82426c4405e4b3cf
dev:0144821076a34f2cb6292105bedacd76,Dv2,0.01,1.0,4037,3972,4057,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:c0de5094233e491fac1b46509e308004,phm:95b4f9cd23964a95bf8f1da50c637dc6
dev:014610764bc44262a0b2f65e25e05957,Dv5,0.01,1.0,4595,4500,4605,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9c283a522c174cb2acb3ad7bf5a70324,phm:bea14dc5ffd1435fadc45e249caf01a9
dev:014762bb0e4a4f849b985cb0d5a4b44e,Dv3,0.01,1.0,6667,6572,6682,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:1b4d9def56df4f38baeb8fba7e1ad1c0,phm:c1c1803279924ffb86398d7479c0d628
dev:01483053788a44b6844f251015c921ab,Dv11,0.01,1.0,423,328,428,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:a01b1394fead4c579c09dc86b48d3bfb,phm:19f7a23179724087b3bb0e2305111e47
dev:0154d834c4bb4c69acb2090382a3ac1f,Dv2,0.01,1.0,560,460,565,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:950d87f400ea47218c70fa4d63970b68,phm:53c581fd72884d4c9f561842dc1c3961
dev:0158771f2d2c411dafc84fc92eb09dcb,Dv1,0.01,1.0,4155,4060,4165,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:2e7fa01881654e57b8d6a00c32f41602,phm:8da364efcd9c49019032e9f2cd3136a9
dev:01654ff800dd4808bf781cdcbf241e8a,Dv3,0.01,1.0,736,636,746,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:8c13b0e5b31a422a9fbcd965be97b804,phm:d73e909ca28442598c3a6274c574855c
dev:016cfe32a2cd4d038f49792f01fe2766,Dv3,0.01,1.0,3759,3664,3769,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:023942c7a31044e3966435f8189e857e,phm:dd182f49f49545c2a454fddc735b59dc
dev:01763a69f4334aabae8f81e818362d92,Dv13,0.01,1.0,6463,6368,6478,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:7f0bf2aaf31f407ab4fa620ca708ee8a,phm:961c3486fa464c63965cd6f5f62199bb
dev:017d1d83e56c4d7fa634924d6173302a,Dv10,0.01,1.0,407,312,412,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:62456bf24e344ddaa6578e04db9a9e61,phm:b014fae75a464513b8e7eb18cc07d9e3
dev:017f23415df447be94aca7c5ea1c34f8,Dv9,0.01,1.0,4540,4440,4550,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:b5f8e33f9232455c8dbce756dff02e1d,phm:57cb31218bd44da6bcd986b2df819ea6
dev:018c5a733f1b44faa9bfb59876f8a2d9,Dv2,0.01,1.0,5932,5832,5937,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e5844305cf1f4b79bf0d827a8da67d48,phm:a1a6edf521e6468ebac761f50fdbfacf
dev:0192fd5b688943b7b1afaab5f56864b8,Dv14,0.01,1.0,5876,5776,5881,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:5c2791c080b24a9991968bd25b61071b,phm:bb970392e4e74c87800afd8f8d19c0d4
dev:019c2b3c49a3489a85fb60af7bc53755,Dv3,0.01,1.0,4650,4560,4665,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:65e2face6e14421d8f76fc07a709199e,phm:d0d8f08caf564d6a9bd31d5e3a9437ab
dev:01a0d08791c64c18998448fe41a9072a,Dv11,0.01,1.0,6544,6444,6554,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ef7eaec4f9bc4a909bda17ff71bf7b65,phm:300610028a194b84bd77c01b8f0f9bcc
dev:01a3469cd1364b279ec23390f8849f35,Dv5,0.01,1.0,4155,4060,4165,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:2e7fa01881654e57b8d6a00c32f41602,phm:8da364efcd9c49019032e9f2cd3136a9
dev:01a7ad4e158044168265739a1da1a222,Dv10,0.01,1.0,0,3400,105,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:4eb23b3fc0be4f098c166b95bdd53df8,phm:ef74452e2a844f09b01255f6610d4c36
dev:01af4fe450804ef685dd6d35e500f2f5,Dv8,0.01,1.0,1631,1536,1641,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e8c9cab4e1dd46a787b82769cf627b01,phm:b36a8006de214bda9aa196f6408adf29
dev:01b1c99fd7394096baac1c117e0a943f,Dv9,0.01,1.0,1867,1772,1877,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:682bc2ee129344bd926cfe68de943f4b,phm:bb90c9cf1ab24be591be2b4639208c90
dev:01b52b5387e246b79578c952a4ae10b5,Dv12,0.01,1.0,2514,2424,2524,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:15a250c96a8e481dac58bb739cf69159,phm:412b1c09b3604d96ac101e87bb61528d
dev:01b89a5c73144f0a8349a2a627c86c6b,Dv13,0.01,1.0,3832,3732,3842,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:83d9f68e39494be5b33edd312272da44,phm:d685798751bd4712a2f0b47f847fedc7
dev:01bc6caa63bd40dca7290db022b347ad,Dv8,0.01,1.0,3698,3608,3708,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:b1e234648b7c4073b41d1aee883bae46,phm:ab4c1d678dc14930ac34b1d3175049f6
dev:01cd0499f05042559db015195c07fe8d,Dv11,0.01,1.0,2998,2908,3008,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:4a66f662042944b0b85d5246e0838cf4,phm:50c0dea1805b4d999446151062c904de
dev:01d8187087df4a619cb12f7e8e455218,Dv10,0.01,1.0,399,304,404,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:60e886968a18439282ac028c26bf7cde,phm:51237fd729164be09b1ea5ff1a66b65f
dev:01e9e23eae9e41429e895d3f024bee0d,Dv9,0.01,1.0,6396,6296,6406,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:c46ba8f603b44d6681853e5ce5a3d0d8,phm:f7e806bb55244e4492e268422d6d0913
dev:01f381b165624ac59ca4584ff05eb194,Dv9,0.01,1.0,5444,5344,5454,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:81586ee27eca4d7c9443e8ab466ae264,phm:5b24a80750a441a5a6a0eac82edf3c1f
dev:01f5d3c864be4a0cb9d7b8fbeceb9f27,Dv10,0.01,1.0,0,1568,95,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:dc0fac7127d8483684a7cc08492e12f2,phm:bb6d0f376970438892dcb1a0ec6df492
dev:0201893254e7467e8b4a09b2bc2ce74c,Dv3,0.01,1.0,728,628,738,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:d4c468157b82451c987fd67d6cf3688f,phm:a78095a9611e474ba6054189b2ca4e0f
dev:0203081fa1874eb38c25ff92a4c3716c,Dv7,0.01,1.0,3491,3396,3506,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6eff3d2ea37842b8a16bfc005dfe1013,phm:c6e60b0c7a084e048e7ae654192f4bb6
dev:02031b20c76e49068442014ea2766aad,Dv7,0.01,1.0,255,160,260,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:a32bc0e54d524b0798ffaefa8c96f0f4,phm:9e2b9d33dd964a2ebaf8abf040049fec
dev:020bd49f87864271b7525e6f74a209c2,Dv12,0.01,1.0,4189,4124,4209,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:4905d0db17cb455d8d9049d6736154d1,phm:e6237835b4db4640b244cabeb2ca087a
dev:02125a42ac7d490b86e18950e4e7527c,Dv6,0.01,1.0,6060,5860,6080,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:5d90930b119d42468a7d654d91226af6,phm:a1f09cadce954070980e17673a3fbd0f
dev:0212d34fe4aa410286a17f7dafceb17c,Dv10,0.01,1.0,382,292,387,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:334f0d5916a8401da260f001a11e1350,phm:52c942f7e95a42959692b1e12164656e
dev:02158a46257d49a5af14e13ebf9f60b1,Dv1,0.01,1.0,4227,4132,4237,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6233d7c9002343e98a704a41762ded6a,phm:9ea315cccb4c457b9bbffcba69dd80eb
dev:021bde4c83c64922a47374d1d0fa64e1,Dv8,0.01,1.0,4908,4808,4918,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:f9671cf3beea4a7896e10f0b1f06c7a8,phm:3745cf9561c4478f917b2afb85465166
dev:0222edc715434114957378983a1399d2,Dv2,0.01,1.0,4440,4340,4450,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:4dd80f1eb04a49748bb5d4f396c4cef0,phm:1355e24c27ed47f0ac59fa977c47e464
dev:0224f377029749b3a2ac0158a4e94cbd,Dv5,0.01,1.0,2119,2024,2129,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:2c81930c027b46b4ae3720606d37d22f,phm:5d2c2aa890fa4d7fbef466cdb4046ad6
dev:022e1f836cd642649e7b42d6543af304,Dv5,0.01,1.0,403,308,408,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:f6ffe5ba865e4f9fba53e542d4fd4b55,phm:7a45e7fb5e4a4fc19970fec9bc01c927
dev:023c087a3eed4b55bd223381549deaf9,Dv11,0.01,1.0,138,48,143,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:193bb45f1d1e4a05b2ab5d06cf3dfd48,phm:8e5fdd4bc93544cd81686af687594397
dev:023d823a7745499b97c47eebe8d736db,Dv5,0.01,1.0,1602,1512,1617,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:41a391c0cde841fbb9b9cf54ad3ca322,phm:d4a83b91804c4503b5e41d0c2e592455
dev:023e28e3dcd24ac692f058b29862c61f,Dv3,0.01,1.0,2214,2124,2224,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:98611b1ae9ed4888913f198b746ca77a,phm:0d530a7a354d40aa838d726412b5b2c2
dev:023e7e6de08843898ea95188afd1e109,Dv11,0.01,1.0,407,312,412,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:5c9923c93598404fad00c89d33747e4c,phm:5baceec407494182b8561dab4805bccd
dev:02573c9d97474257a2b2cdd6bbd2ee2c,Dv6,0.01,1.0,4064,3924,4104,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:90c50e604f7748c589ee42050c2aad67,phm:9222b0cf3b604282ad5dd6ffd3a397e5
dev:025c66a90a9a417eb3e8591f277301e6,Dv1,0.01,1.0,2430,2340,2445,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:b9372da62a0f4e5fa3336b0f9a683822,phm:0401bf13f203449096af80ff0cbfd215
dev:025ed6a52577480eb6d4f5543b31db8c,Dv15,0.01,1.0,4125,4060,4145,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e9fe106ae9bf4a3f8b4910b79c69f0e0,phm:abfa0523339445cabe00c5e095a3de8c
dev:0263b2d9da8a404bbdbef7f82ed4646a,Dv6,0.01,1.0,5848,5648,5868,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9fe49f8af3bc4d89b235c6ecd890dcd2,phm:8ebc5281db254d7b9ef78d5b13c802c5
dev:0264d94a060d45b0a085c4c4f7d3fcad,Dv3,0.01,1.0,1698,1608,1708,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:edf05f4fe20c46e1ac915c669407df9d,phm:4d63cdd725f749858c48faf8f52d2277
dev:0270260a7a124c6d8cca53a683c818f5,Dv3,0.01,1.0,3970,3900,3990,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:10a0b9ddb4174ef28b39d4408c13dcb0,phm:1a9724a18f83434a9e869dae6e7ec283
dev:0286474547324df7ac1970c506bf5f98,Dv7,0.01,1.0,3832,3732,3842,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:83d9f68e39494be5b33edd312272da44,phm:d685798751bd4712a2f0b47f847fedc7
dev:0290997599c74cb1a8f84c61b25640e7,Dv6,0.01,1.0,508,328,518,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e0502db34e854fc49a649614d2a011c1,phm:0b5043246a604deb92596d83e3bbf717
dev:02ad7aa3a6c949099e8bbada5c8b2b33,Dv6,0.01,1.0,828,628,848,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:d4c468157b82451c987fd67d6cf3688f,phm:a78095a9611e474ba6054189b2ca4e0f
dev:02b3d2c1bfe14f16854192ac708e480a,Dv1,0.01,1.0,4674,4584,4684,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:c11541c530144a4c845b6e60b5d840ca,phm:a3dd63665a394656a84b723f7d8a2169
dev:02bf892999cc4b56aaca3cc415928b75,Dv10,0.01,1.0,0,6940,105,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:5aceb76a2c00415cb58ec3424c624231,phm:bbca15ace51a42978813a7d899bf0fa6
dev:02d2013c5c294359845e99e23009ac1e,Dv7,0.01,1.0,1683,1588,1693,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9a8f23e9d7d1464f8154cc2b5f9b5e24,phm:60e4d69e38204cda9b388bb3a70e4039
dev:02d2493c79d34199bc47ca1f7afb59d1,Dv1,0.01,1.0,6072,5972,6082,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:870cbc4d6cec47458ad27b9e237a0845,phm:d8d2a62e3a9945839579662fc26eced4
dev:02de63c4d3f5462fa1a4e9c9756d2ad0,Dv5,0.01,1.0,3555,3460,3565,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9347ed1a033743f7b7820078b3666c3e,phm:7ce66854e3374b0f80fa63323c8d9a0d
dev:02ed4709ffa547628132f5c4dd80d628,Dv6,0.01,1.0,6762,6572,6792,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:1b4d9def56df4f38baeb8fba7e1ad1c0,phm:c1c1803279924ffb86398d7479c0d628
dev:02fceceb46e640968476c608505fcae5,Dv1,0.01,1.0,2514,2424,2524,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:15a250c96a8e481dac58bb739cf69159,phm:412b1c09b3604d96ac101e87bb61528d
dev:02fda63644324b9c985fdd6656531db5,Dv7,0.01,1.0,978,888,988,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:428757207fe749c7838942e7a1a53963,phm:2159f86a9d3e47eda78a717bab65339b
dev:0300cb8d2ad94fa8a9916d4b85e3153b,Dv13,0.01,1.0,1547,1452,1557,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:5e2e18c650a8408ab636490011228940,phm:ddd8f274c17b4fe1b3a6135b69d3eb55
dev:0309231fc8e841869eea3a929e2cd590,Dv12,0.01,1.0,731,636,741,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6b2499941ea64cabb737f3d9a6bd364e,phm:7b2487ae053b47f7ad8fb1d8a4fa9ad5
