uid,name,risk_threshold,repair_time,use_duration,initial_duration,next_duration,repair_skill,json_law,machine_id,phm_module_id
dev:11db23d1bf9f437b90fe6de4166a9ac6,Dv11,0.01,1.0,5780,5680,5790,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:44a5a7f9ab8f4821aa785108236db544,phm:ecfdf688d9fe4724a93b1ff2ec4126b0
dev:11f1b01c5e344e4a8f8c08169d31a00d,Dv13,0.01,1.0,734,644,744,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ad2122ff6a914c3dbaeb7c5428ee4ed2,phm:6fe3ef15db2b49eba80c0d8c8ae42cc7
dev:11f5bed4e6ef43a18d8fd5263f0041ba,Dv13,0.01,1.0,4526,4436,4536,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:15fbd1a0bea44a8cb21c992b8a6dd8f4,phm:f4af9c0817d74979b6f1cb08230961c9
dev:120255e22f75462ab1c206e45ee11b8e,Dv8,0.01,1.0,728,628,738,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:d4c468157b82451c987fd67d6cf3688f,phm:a78095a9611e474ba6054189b2ca4e0f
dev:1203a38eb1ec41cda4e5b030bf02872e,Dv6,0.01,1.0,2930,2740,2950,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:54bd704f6a8a47299be75ae79946f48e,phm:534f8646c761482997d8cf8a768c99d5
dev:120885ab38ba4d168cc91de980fd23db,Dv6,0.01,1.0,1726,1536,1746,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e8c9cab4e1dd46a787b82769cf627b01,phm:b36a8006de214bda9aa196f6408adf29
dev:1214669f5c7b4bdc8d09a852f23f5f02,Dv9,0.01,1.0,4376,4276,4381,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9eb897c1adbd455aba258352a6cebc99,phm:a802f48da11142219656d461cc906b98
dev:1214b8d7bfe1452f8b5768022bf1440f,Dv2,0.01,1.0,3294,3204,3304,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:21201fdd13d44806b743678348be54fb,phm:7ea0739804364af49435d8070ed5f0f9
dev:121b8cd06b1748219d685c0b17cdb09e,Dv5,0.01,1.0,2430,2340,2440,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:a3ec53fbcdc94f379d42a5b1b90b60e5,phm:3407780249b64f138ba9dca489d7f5b7
dev:1226a6308a334ee292de2aa631c46847,Dv10,0.01,1.0,0,4436,100,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:d5c728c63d21445cbbe3fd100aca5ad4,phm:056735cd845f45d098e70344dc314496
dev:1226d25ddb8e4f268b81d708978eeee0,Dv14,0.01,1.0,5899,5804,5909,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:7040365ce61343c585050d4e367f6755,phm:ec2fa28173a640d8acc9b7e7ed7bb276
dev:1226d2a16e0c436ca137bf0a4e7100b6,Dv7,0.01,1.0,4379,4284,4389,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:621c91ac7d904c569f7b3ab56e5f53e8,phm:da1299b06f3b4c64b2cc8b5e8d47f7fa
dev:122ccaae0d63407fa51fb415490670f7,Dv15,0.01,1.0,5436,5336,5446,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:dfe24299a358485a804230dd403ca640,phm:deeff41c8cdf4dd2abaac647ea6050ce
dev:1242295799044bde89ca487fcdd36cfa,Dv2,0.01,1.0,4803,4708,4813,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:bd891cea6c03464da4e25c43eb224b99,phm:f3962c90dd9f4df39a5a49273c7579e2
dev:124487c297de42dbb8c0a843dbf2acd3,Dv4,0.01,1.0,1863,1768,1873,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:503591ebfb9842d1b03e453537f1a963,phm:ec57de3243184e93a4513d1f2b570485
dev:1246e69882cd47d491fd70d9b7848a7b,Dv12,0.01,1.0,740,640,750,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:06cff3a6312442dea19790fe762013b2,phm:4d14f12603cc4092b225d303b5a6291f
dev:124ea784a9bc499b8b665d13b6939b06,Dv3,0.01,1.0,1959,1864,1969,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:f21330ed4ccb4cc2b725a64e86276e34,phm:30918f8f73294ce1ba116808e867f99d
dev:125df54f1f964628896bcb8962a3451f,Dv1,0.01,1.0,0,40292,95,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:5f34058f21344792842847e3cef4936c,phm:e11f42a5b46f401aa2d849fc3ffb3f8a
dev:12623a5f249d4fc4a17c72c3ee1d50ce,Dv9,0.01,1.0,6092,5992,6102,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:97882bea90a34ab988fac90f314088b1,phm:88ab25329c864efcbb5e5eb14adec4db
dev:126805da081342e19b19d3d7175110e9,Dv9,0.01,1.0,735,640,745,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:5495b60990d943aeb0914cdde50335a3,phm:b80b008fb5ad4c4a93688b99559af637
dev:12726de9830d4834a2d3e6428ec58334,Dv2,0.01,1.0,4400,4300,4410,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:7f27ea7c0f764d6b9491cf164a508951,phm:a1d177a6059144faa0a87646371520e9
dev:12852a672ee44c9fa85c7cb77e935c3e,Dv9,0.01,1.0,3348,3248,3358,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:37b7645afe984e9dbc635cf522137bbb,phm:df25e6707ebe4abfbc554e4339297dde
dev:128916330cc5466bbff82ab4abd96eeb,Dv8,0.01,1.0,1550,1460,1560,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:14fd3c1c45b547e3a89488e0ed458212,phm:dc07bbb083194474853ecaa09c2461fa
dev:1298c983c7e048f1912609ca62e9c80a,Dv7,0.01,1.0,95,0,100,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:bf979e44c1ca4265aae8a7c0edf610ea,phm:915bff733ea243889233e3984e3cb3d8
dev:129e66f3dc8849d58dcfc54b74e0b349,Dv6,0.01,1.0,1698,1508,1718,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:8ec8361c83fc481d8d67aaf5cdcba391,phm:8e7fe000d22a417b8597cc8afcf06fdb
dev:129eea8ff4c1417bb351a8b6a83fe9a0,Dv9,0.01,1.0,4904,4804,4914,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:94a7cab557b144ccbfa65ccda567b213,phm:b01df67a6eed4e6fb303944697ad680f
dev:12a15693b28446269aa6830ea2739c76,Dv8,0.01,1.0,5431,5336,5441,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:fec111f49e274a07a9810e1603202ba2,phm:f1b98c2cf5e74690adac9a04ca4b2fbd
dev:12a2e16a41fa4932821e108bb0a9e58c,Dv3,0.01,1.0,615,520,625,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:beb64734efc9454a940c486eead2e9b1,phm:845eca7372ab4bccbd6955e9af8a25e1
dev:12a59bf5a8654ae49328b4f1e91f3e28,Dv15,0.01,1.0,3491,3396,3506,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6eff3d2ea37842b8a16bfc005dfe1013,phm:c6e60b0c7a084e048e7ae654192f4bb6
dev:12a616ea197f478b86e2cb7c65c51496,Dv5,0.01,1.0,5732,5632,5737,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:7110ed857737416e94c4ea900d4a762f,phm:3841a87fde3344c5880cdefd1e93e7a1
dev:12ad425abeb6454688d3bde14f6b17ec,Dv1,0.01,1.0,6472,6372,6482,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:b4e2fe0f6a3544ba8acb45eb779648f0,phm:d33c3c4e7a60467c86cfcce0bf992de7
dev:12b1831bc08147cba8af391f31ea08bc,Dv9,0.01,1.0,5539,5444,5549,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e54209ba0f6a4a30ad9e4f456a07dc2f,phm:524153f039694c58888f6b08c8dce6d2
dev:12bbc0f32ce94245b9cfa64b5197400b,Dv9,0.01,1.0,4735,4640,4745,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:34786084a5c54a24b44aa4c1d0bc0cfd,phm:18b1176df4e948d99c31af5deec04029
dev:12be2e14654e471ea17085a1ed10d231,Dv2,0.01,1.0,4408,4308,4418,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:134877ab9996402786c0fc0cf64de8bb,phm:3206fa55c31d4a22b6ddd27a5b05e5c1
dev:12c47263604449e0a2389e1875264b7f,Dv5,0.01,1.0,1214,1124,1224,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:8951e8cc39d241bd9abd8a75e9fbc3ac,phm:57f874abfca8472eb03375d132128f37
dev:12caf69cc2bd444abccfca30f5a52bd5,Dv9,0.01,1.0,4752,4652,4762,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:caaa28d2694c4ddbbc8472bedc726cff,phm:5e24e159b5d148449db75941387201b0
dev:12cafcb221fc403981fe436ea43449d1,Dv5,0.01,1.0,2863,2768,2873,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:28ea49469bfc48dd80ad1bdd497be77c,phm:5fa7ade0395b4fac971306e9378f8ba9
dev:12d164b35e1244febf59226e82014823,Dv5,0.01,1.0,6555,6460,6565,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:c391dba7bc7749ddaf379b0813cb8157,phm:542d6b023b1d4abf8056a2c96decd11f
dev:12d7bb9fe72e4b71b4b145e01fd3a193,Dv9,0.01,1.0,4440,4340,4450,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:4dd80f1eb04a49748bb5d4f396c4cef0,phm:1355e24c27ed47f0ac59fa977c47e464
dev:12e582038930421fad599d0df1c39f39,Dv3,0.01,1.0,740,640,750,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9ab2aa31909b4fb08c7ef4055aae184f,phm:016d8b878ea94b30bfd4fd1aea7a8548
dev:12edeed48728437a9d2bd423f0612f85,Dv4,0.01,1.0,6415,6320,6430,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:07d9785e2c614d96b5c2654e53761637,phm:adfbb873f27e48f5950d7a55a5fba1cc
dev:12f9ff37ba384344bd99b0ade4154731,Dv15,0.01,1.0,3496,3396,3501,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:fc1ed0ed64ae44c3815ee9eddec9c742,phm:aa5b0cc0488a409191f2be30dc4d68ae
dev:12fb9cd06f8d4ce485f555b98d5b2fe2,Dv3,0.01,1.0,6503,6408,6513,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:47a6e9c91f43433ea1495e55eded770c,phm:bfb5f80dbbbb4368bb58a49e47a80360
dev:13046330154c403bb2ab7a9a3208e74a,Dv13,0.01,1.0,711,616,721,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:29cc000fc0514d6692d4328083d05f34,phm:73aef4d9772d4b6b810e89156a5f7fe7
dev:1308f0b174ec479293a9759f1d789bf9,Dv3,0.01,1.0,4956,4856,4966,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ca36c28b5dda4e549d8bc4babcef3537,phm:a782c504b88c4f2fbeedc926675268c3
dev:130ad4dfa37a4117af8c960750dea08b,Dv4,0.01,1.0,1675,1580,1685,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:b31f947a366340a0af6dff3dce9313c8,phm:35352926f72d4badb4fe2a69dbc8d2fb
dev:131227f620c14fd7b68df0b04ee26113,Dv11,0.01,1.0,6415,6320,6430,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:07d9785e2c614d96b5c2654e53761637,phm:adfbb873f27e48f5950d7a55a5fba1cc
dev:1312b72791aa4be582ab721efb9cc7d8,Dv8,0.01,1.0,4956,4856,4966,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:7522df07fbc14ee3955b379e57d2fce8,phm:86c076c508774b7cbaaaa5e58e750593
dev:131cb97029f54f36b469d4fbc7bafb5f,Dv5,0.01,1.0,4097,4032,4117,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:58b58cc542bb405a87196ade56ee34c4,phm:9aecee892d754328b8a6d3e4823b0ddf
dev:132f4552d593453c96d56e706149a639,Dv5,0.01,1.0,4202,4132,4222,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:838050591ef5438d8c6321f55f4cfcdd,phm:d237f0eb38a84e84b9f377f6ad9e1ce6
dev:13321f5b58084fcc8c980b73b9bb3530,Dv9,0.01,1.0,2147,2052,2157,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e7476daa9c7d4f07823376f999f1cad3,phm:9bb16eca549c49e088a714ed32e4fc8e
dev:134ea697baaa4e198ed17a394f141f3f,Dv10,0.01,1.0,0,3924,85,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:90c50e604f7748c589ee42050c2aad67,phm:9222b0cf3b604282ad5dd6ffd3a397e5
dev:1359abd4c27f44d9a0b0d24796dba2a9,Dv5,0.01,1.0,5282,5192,5292,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ee312b257f1e480e928bdd62faed23a0,phm:4573ed85fa084a9c84ca04a786c2135d
dev:136a6638e84749f78150c2cfc5e6bb01,Dv8,0.01,1.0,4803,4708,4813,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:bd891cea6c03464da4e25c43eb224b99,phm:f3962c90dd9f4df39a5a49273c7579e2
dev:136ef81e44b348598b2643d44082d7ec,Dv11,0.01,1.0,3294,3204,3304,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:21201fdd13d44806b743678348be54fb,phm:7ea0739804364af49435d8070ed5f0f9
dev:137836e72d384f0fa2b957c4d140fc64,Dv5,0.01,1.0,420,320,425,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:1682170963cb4076abbf041c4a38322f,phm:ae073e25b7ce4ff19cf3f66c92497c34
dev:137d67756afa4c5eaa53e8422d27a4ca,Dv15,0.01,1.0,3035,2940,3045,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:11f7c7ca71f44d788797bb3921f80096,phm:e98e4c8712ee43749099c8c84ca7fca9
dev:1398de8ed9644cd9a9e6de24c160de36,Dv9,0.01,1.0,412,312,417,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:8e6ff2b8feaf402181f546b9fb015537,phm:08425303dfd7449ca78f4aa33ecb5668
dev:1398e65c2d484cfb8da78c24a9f93e54,Dv11,0.01,1.0,4780,4680,4790,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:89e40455520d4864a5efa341743639ac,phm:29f3214cb854498480d63a60e2b5dc5a
dev:139bcbe25b574af4af916ff638dee4e0,Dv7,0.01,1.0,6544,6444,6554,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ef7eaec4f9bc4a909bda17ff71bf7b65,phm:300610028a194b84bd77c01b8f0f9bcc
dev:13a1efc07dd344f7a7440d5e9a5bed29,Dv8,0.01,1.0,407,312,412,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:f6607dfede7a4d879f88a9bf139fccdd,phm:b7ddaf8fdd794fafa50dc890ffef8bcb
dev:13a34e7858a545f5bef466f9c337eec6,Dv2,0.01,1.0,740,640,750,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9850d13329e74c2cb57b0846eb0619e9,phm:2d211eeb84504c25a0be7bf67af1db2a
dev:13a3f00663e64db2ac0f0fa027b7e5c7,Dv8,0.01,1.0,4379,4284,4389,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:621c91ac7d904c569f7b3ab56e5f53e8,phm:da1299b06f3b4c64b2cc8b5e8d47f7fa
dev:13ad5191e4ef4a3980af5693b11c28ca,Dv7,0.01,1.0,4140,4040,4150,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:689cd2a6d4fc47688f963126af8f4849,phm:8e17e6f351594336bf0153a881b3f7d2
dev:13aebc2a959144d78219a7fbbd503d2f,Dv3,0.01,1.0,4125,4060,4145,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e9fe106ae9bf4a3f8b4910b79c69f0e0,phm:abfa0523339445cabe00c5e095a3de8c
dev:13b6709654514f4aa6e2541d62968361,Dv7,0.01,1.0,3776,3676,3786,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:35beda95760c439298772ba135d8c606,phm:e32ce3ea4f1d481db14f35cf34b68f8c
dev:13c14ce0a7074b1fa60f96b1cd9af8a2,Dv8,0.01,1.0,1595,1500,1610,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:47e98843f0b143c5ae5ead5137b68527,phm:261f05da585848c6aec989fd3a420023
dev:13d523f959ee4629bc3ee472acb8a165,Dv4,0.01,1.0,978,888,988,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:428757207fe749c7838942e7a1a53963,phm:2159f86a9d3e47eda78a717bab65339b
dev:13df8a3eef1845f183959d57556d20ea,Dv13,0.01,1.0,731,636,741,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6b2499941ea64cabb737f3d9a6bd364e,phm:7b2487ae053b47f7ad8fb1d8a4fa9ad5
dev:13e7752617ea4ac4a641e9a313e00e10,Dv9,0.01,1.0,435,340,440,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:cd5c386d2d6b47d98de1c3dcf78b3b56,phm:904be6d753714cfca9967a44e31c7212
dev:13f087069a0741c2914776233a5e1b68,Dv7,0.01,1.0,3579,3484,3589,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:c3290d9dc1cb47448b3ff8a08369be28,phm:3acf3a09ed3a4d19a03f158e8dfdeff4
dev:13f57ac43d6a4fdca9458c26b926fa7a,Dv9,0.01,1.0,1684,1584,1694,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:d13acd6adfc04f6f8e0493e9c6302a09,phm:9acafcfecef64363ba4eb8fb7e5ca817
dev:13fc0992914245e69440accb9dba2047,Dv14,0.01,1.0,4864,4764,4874,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:994e1320312a489db67a1edbece3fce1,phm:fc34b355e8914529a13ad4bec41e489b
dev:13fd3d5483114821b1f93f8394c11e0e,Dv6,0.01,1.0,3550,3360,3580,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6796490bf2434411a213de6f18b5ec87,phm:ede600d6b7524dd8a6cdb3dfbc6276c2
dev:13fd4abe01fd4158a72eb225f8139c33,Dv14,0.01,1.0,307,212,312,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:15ad9b78119f46d1818575bfaa5ede28,phm:e7c9f892773c41ad9486d9627e13598f
dev:14109af6977947d5a74d23cf7a89e3f7,Dv13,0.01,1.0,4894,4804,4904,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:45adc9cc5a1e4e08bb49a7469051e4df,phm:72d4edca6be74054b9a9da4dd6444b2d
dev:141660e9abbe428ba5e5840f53001b65,Dv2,0.01,1.0,731,636,741,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6b2499941ea64cabb737f3d9a6bd364e,phm:7b2487ae053b47f7ad8fb1d8a4fa9ad5
dev:141bfb9a3a514f7eaa735253230b6a0c,Dv9,0.01,1.0,415,320,420,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e72b29bacfb145b8b0ea39f097f14041,phm:3f1e6cb7f29446f4a2df56bbb9dc4f4a
dev:1421b2fd9c104923bced5a809aaf1cd7,Dv6,0.01,1.0,3544,3364,3564,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:87cc42826a8147d194b61a7ee53116a2,phm:aeeeb28e129a45c2b639e94a9cbf66c9
dev:1425f9b74d11429e94a4590efdd38670,Dv10,0.01,1.0,0,1268,105,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:9639b461876f4e57b2a31057fc178084,phm:55e1ad5822ad48d39c8f27fcf45ce24c
dev:1426006ef3e84db5b1b725c3cde3f435,Dv2,0.01,1.0,994,904,1004,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:37b7251da5b1407da1fb8608d6f245f7,phm:8c1db26cd66d4ab0a18834430c9e752f
dev:14269fc89622439591f6873d5009c880,Dv13,0.01,1.0,3435,3340,3445,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:30b90f61ce154f3c8ecf601e92595f0c,phm:bea418b0911447cfbe721e92454bce82
dev:142a37100fc646448540131c48528a46,Dv11,0.01,1.0,724,624,734,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ebc704523ab344c381fd2f356e47af2f,phm:229e04fe42114711adb6204417ba15b8
dev:1433050922324262a80d164395a9827d,Dv13,0.01,1.0,90,0,95,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:0d0f6875718d4ef7b4ff064dcc981661,phm:301e3fbe17114d96adebb8ecf60fadb9
dev:143525dce95e434299796fda2f9a6cea,Dv10,0.01,1.0,0,1772,100,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:682bc2ee129344bd926cfe68de943f4b,phm:bb90c9cf1ab24be591be2b4639208c90
dev:143baf90d8494c28811a8d3ec8837519,Dv10,0.01,1.0,0,3676,105,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:35beda95760c439298772ba135d8c606,phm:e32ce3ea4f1d481db14f35cf34b68f8c
dev:143c25b46f1649c48fba9601ab4887ed,Dv11,0.01,1.0,4615,4520,4630,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:619a97df33374fbdb9e0da00ec6aa62d,phm:e211ad25624a443bb10c76dcffda23e9
dev:143e23db6a73442db2fa2816d676d1e7,Dv11,0.01,1.0,4956,4856,4966,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:7522df07fbc14ee3955b379e57d2fce8,phm:86c076c508774b7cbaaaa5e58e750593
dev:143e2e43942e4c36b8ccbca6d9482d63,Dv1,0.01,1.0,2407,2312,2417,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:55cd2c0c61a34e1091a90cfe1a044869,phm:c12ca6fe7b284267a76ad3b40282f385
dev:144c8c4e237e4e299554c5ce78420f37,Dv1,0.01,1.0,3660,3560,3670,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6dc41957bf95437ab0049191e73f0677,phm:1190d07650c2481fbd26f07bb4b6af95
dev:144d8807d4b7459bb68d68815da4a536,Dv13,0.01,1.0,6139,6044,6149,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:64c33e77cb4e465abfdcb15bd1e01267,phm:9bfd508cdca8456591ba647e95591554
dev:145c0d73b4a4401dabffd8c129b54330,Dv4,0.01,1.0,423,328,428,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:890036758e234229b3e749dfb426e8e0,phm:90968b11a1ce43308799d07144e54e5a
dev:145dcb3d449445c8bdbe30ea42d974a6,Dv11,0.01,1.0,1870,1780,1880,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:06e4c2e158e64eaeb282d5a32aa92609,phm:50de8c1144f844949f0a4491bfb5c849
dev:145f6133e55841dc8d6dd566e7f3f230,Dv4,0.01,1.0,1698,1608,1708,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:243570ae3cd340b1987524ae66dfd5cf,phm:b991c9d4495b4e55a78cba09160fed21
dev:1466ddb45a234190aa45132d9195672f,Dv5,0.01,1.0,2478,2388,2488,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:a71aa9194ec640a4a65149a133a60337,phm:7771006aaa7a4e1fa3c933d7c41971a4
dev:14792b51502f4d1ca856c4bb63304a9d,Dv12,0.01,1.0,5198,5108,5208,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ac9a05df95eb44569d4d6b1c79c930ef,phm:33f3291a48d1490684a16d3d55453e07
dev:147fbf6978a44d2489136806ce7b3886,Dv13,0.01,1.0,3367,3272,3377,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:fa317356bdf243f0a1bdb2b2550a75bb,phm:be98ae89c35847a4a31a9076e2aec796
dev:148343c74e3846a9a579b4e167253a95,Dv15,0.01,1.0,1286,1196,1296,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:85cb368ec7504aa6a316c8b6571d72cf,phm:b6ed955e583044f8af3017bfa8a47318
dev:14912619caf2459d8dd976981cdd88a7,Dv13,0.01,1.0,299,204,304,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:7e43f6fd0cb44b5aab46018313d4a443,phm:a77286573dae49e8aacdc19320881206
dev:149923ff72b74ceb9ad4e0b3864ce08b,Dv7,0.01,1.0,415,320,420,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:1faead35cf2547db82ef0203f3f142a9,phm:a517e2d0813641e08e20ac60a3f2dab4
dev:149a3584cef341e8a654182f072fa113,Dv15,0.01,1.0,312,212,312,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9f77ac9ec2a947509e6bc4fd9ab99274,phm:1530c9b935a541a982b3114305beae30
